番号,受付日,住所,申告方法,車名,初度登録年月,型式,通称名,総走行距離,原動機型式,不具合装置,発生時期,申告内容
2951,"2024年01月19日","鹿児島県","ﾌﾘｰﾀﾞｲｱﾙ","ホンダ","2018/07","DBA-JF3","Ｎ－ＢＯＸ","","S07B","保安灯火","","右後席窓ガラスが開閉できなくなった。"
2952,"2024年01月19日","長崎県","ﾌﾘｰﾀﾞｲｱﾙ","ダイハツ","","5BA-LA350S","ミラ　イース","","KF","車枠・車体","","ダッシュボードがフロントガラスに映り込みする。"
2953,"2024年01月19日","高知県","ﾌﾘｰﾀﾞｲｱﾙ","ホンダ","","-","Ｎ－ＢＯＸ","","","エンジン","","カタログ燃費と実燃費が乖離していて、実燃費が悪い。"
2954,"2024年01月19日","石川県","ﾌﾘｰﾀﾞｲｱﾙ","トヨタ","","-","ルーミー","","","車枠・車体","","前面ガラスとカウルトップに隙間がある。"
2955,"2024年01月19日","愛媛県","ＨＰ","マツダ","2015/05","LDA-DJ5FS","デミオ","56,900 Km","S5","乗車装置","２０２３年１１月","後部座席のシートベルトが戻らない。ほぼ未使用でシートを倒した際に伸びてから戻らなくなった。"
2956,"2024年01月19日","愛知県","ＨＰ","テスラ","","ZAA-3L13","モデル３","","3D1","乗車装置","先週","シートベルトのバックルが折れた"
2957,"2024年01月19日","福岡県","ＨＰ","ニッサン","2020/08","5AA-B44A","ＲＯＯＸ","19,900 Km","BR06-SM21","制動装置","２０２４年１月１５日","警告灯が点灯して電動パーキングブレーキが解除できなくなった。"
2958,"2024年01月19日","新潟県","ＨＰ","スズキ","2015/09","HBD-HA36V","アルト","6,300 Km","R06A","動力伝達","２０２３年１２月１８日","突然にエンジンがかからなくなった。ディーラーで確認したところ、オートギアシフトのアクチュエータの不具合と診断された。"
2959,"2024年01月19日","栃木県","ＨＰ","マツダ","2016/02","LDA-DK5FW","ＣＸ－３","144,482 Km","S5","乗車装置","２０２４年１月１９日","後部座席のシートベルトを伸ばした後、収納されず、伸びきったままになってしまう。"
2960,"2024年01月19日","鹿児島県","ﾌﾘｰﾀﾞｲｱﾙ","トヨタ","2016/11","DAA-ZWR80G","エスクァイア","163,900 Km","2ZR-5JM","制動装置","２０２３年１２月","走行中にナビ画面上に赤い警告表示が出た。ブレーキをかけたところ、空走するような状態でブレーキが効かなかったため、ディーラーで確認をうけたところ、ブレーキのポンプ等の交換が必要と診断された。"
2961,"2024年01月19日","山口県","電話","ホンダ","2017/10","DBA-JF3","Ｎ－ＢＯＸ","22,400 Km","S07B","エンジン","","上り坂の高速道路を走行中、追い越し車線を走行するためアクセルペダルを踏みこむとエンジンチェックランプが点灯し、エンジンが止まりそうになった。エンジン始動時も異音がなるなどの不具合がある。"
2962,"2024年01月18日","新潟県","ﾌﾘｰﾀﾞｲｱﾙ","ダイハツ","2022/02","5BA-LA350S","ミラ　イース","","KF","エンジン","","冬季になるとアイドリングストップ機構が全く作動しなくなる。"
2963,"2024年01月18日","新潟県","ﾌﾘｰﾀﾞｲｱﾙ","ダイハツ","2022/02","5BA-LA350S","ミラ　イース","","KF","その他","","雨や雪が降ると、スマートアシスト機能がすぐ停止してしまう。"
2964,"2024年01月18日","愛知県","ＨＰ","ＢＭＷ","2015/08","LDA-2E20","ＢＭＷ　２１８ｄ　Ｇｒａｎ　Ｔｏｕｒｅｒ","41,737 Km","B47C20A","動力伝達","２０２３年９月ごろ","メーターパネルに警告表示と加速不良の症状が出た。ディーラーでエラーの検査をしたところ、オートマチックトランスミッションの不具合であり、動力伝達のロックアップクラッチが正常に作動しないためと説明を受けた。"
2965,"2024年01月18日","広島県","ＨＰ","ニッサン","2023/11","6AA-GFC28","セレナ","","HR14-EM57","電気装置","２０２３年１２月２３日","高速道路走行中に突然システムが停止し、ニュートラルに勝手に切り替わり走行不能になった。ディーラーでリチウムバッテリーの欠陥と診断された。"
2966,"2024年01月18日","山梨県","ＨＰ","マツダ","2018/03","6BA-DKEFW","ＣＸ－３","34,000 Km","PE","乗車装置","２０２３年１２月","左後部座席を倒し、使用後元に戻した際、シートベルトが巻き取られなくなった。"
2967,"2024年01月17日","滋賀県","ﾌﾘｰﾀﾞｲｱﾙ","その他","","CN-MW200D","パナソニック　ストラーダ","","","装置その他","","当該製品を装着した自動車のバッテリーを交換したところ、カーナビ画面が映らなくなった。"
2968,"2024年01月17日","神奈川県","ﾌﾘｰﾀﾞｲｱﾙ","トヨタ","2021/01","4BA-M900A","ルーミー","","1KR","制動装置","","バックで車を動かした後、セレクタレバーをゆっくりＰレンジへ動かすと、電動駐車ブレーキが自動で作動しない。"
2969,"2024年01月17日","東京都","文書","マツダ","2023/11","5AA-DREJ3P","ＭＸ－３０","","PE-MJ","電気装置","","カタログに比して電費が悪い。"
2970,"2024年01月17日","愛知県","ﾌﾘｰﾀﾞｲｱﾙ","ダイハツ","2016/04","DBA-LA250S","キャスト","103,800 Km","KF","乗車装置","２年前","前面衝突の事故を起こしたが、その際にドアが開かなかった。"
2971,"2024年01月17日","静岡県","ﾌﾘｰﾀﾞｲｱﾙ","トヨタ","2015/03","DAA-NHP10","アクア","47,200 Km","1NZ-1LM","保安灯火","","助手席の窓ガラスが曇ったような状態になった。掃除してみたが綺麗にならなかった。"
2972,"2024年01月17日","岡山県","ＨＰ","ダイハツ","2015/02","EBD-S510P","ハイゼット","75,000 Km","KF","乗車装置","２０２１年","前走車が自損事故をし、その車両に追突したが、エアバッグが作動しなかった。"
2973,"2024年01月17日","三重県","ＨＰ","トヨタ","2016/09","DBA-NSP130","ヴィッツ","36,100 Km","1NR","エンジン","２０２３年１０月頃","エンジン始動時の冷間時から５分前後に、エンジンルームからシャカ音がする。ディーラーで点検した結果、タイミングチェーンがどこかに接触している音と診断された。"
2974,"2024年01月17日","岩手県","ＨＰ","マツダ","2016/01","LDA-DK5AW","ＣＸ－３","97,000 Km","S5","乗車装置","２０２３年７月（右側）、８月（左側）","後席シートベルトが巻き戻らなくなった。"
2975,"2024年01月17日","千葉県","ＨＰ","ダイハツ","2018/09","DBA-LA250S","キャスト","49,400 Km","KF","制動装置","２０２３年１２月２３日","スマートアシスト３搭載車で、スマートアシスト３が作動せず前の車に衝突した。その際にエアバッグが作動しなかった。"
2976,"2024年01月17日","千葉県","ＨＰ","ダイハツ","2018/09","DBA-LA250S","キャスト","49,400 Km","KF","乗車装置","２０２３年１２月２３日","スマートアシスト３搭載車でスマートアシスト３が作動せず前の車に衝突した。その際にエアバッグが作動しなかった。"
2977,"2024年01月17日","茨城県","ＨＰ","ホンダ","2022/07","6BA-JF3","Ｎ－ＢＯＸ　Ｃｕｓｔｏｍ","9,841 Km","S07B","エンジン","２０２３年１２月２０日","走行中、アクセルペダルを踏んでも進まず、ブレーキペダルを踏むと少しずつ進んでしまい、思い切り踏むと止まった。メーターパネルは充電警告灯が点いていた。エンジンを再度かけようとしてもかからなかった。音楽などの電気系統は作動していた。"
2978,"2024年01月17日","大阪府","ＨＰ","トヨタ","2014/04","DAA-NHP10","アクア","20,700 Km","1NZ-1LM","保安灯火","約１年前","窓ガラスのＵＶカットフィルムが日光で焼け、スリガラスのように変色した。"
2979,"2024年01月16日","富山県","ﾌﾘｰﾀﾞｲｱﾙ","スズキ","","-","ハスラー","40,000 Km","","エンジン","２０２３年１２月２９日","セルは回るが、エンジンがかからなくなった。"
2980,"2024年01月16日","長野県","ﾌﾘｰﾀﾞｲｱﾙ","ダイハツ","2012/01","DBA-L685S","ミラ　ココア","115,400 Km","KF","電気装置","２０２４年１月１３日","高速道路を走行中に突然加速しなくなり、そのまま車線上に止まってしまった。レッカーで整備工場に搬送して確認したところ、点火プラグの電極が落ちてしまっており、エンジンが損傷していると診断された。"
2981,"2024年01月16日","東京都","ﾌﾘｰﾀﾞｲｱﾙ","三菱","2015/10","TKG-FEA50","ふそうキャンター","340,000 Km","4P10","エンジン","２０２４年１月１０日","国４３０９－２でタイミングチェーンについてのリコールを済ませてある車で、高速道路走行中にエンジンが破損して走行不能になった。"
2982,"2024年01月16日","宮崎県","ﾌﾘｰﾀﾞｲｱﾙ","ホンダ","","-","Ｎ－ＢＯＸカスタム","","","保安灯火","","右後席パワーウインドウが故障し、ガラスが落ちてしまう状態になった。"
2983,"2024年01月16日","沖縄県","ＨＰ","ダイハツ","2018/01","DBA-LA250S","キャスト","75,000 Km","KF","車枠・車体","２０２３年１２月","雨天の後、助手席の床が水浸しになり１か月たっても乾かなかった。整備工場で確認したところ、左右前タイヤ上部の金属板に腐食による穴が発見された。"
2984,"2024年01月15日","福岡県","電話","ニッサン","2009/08","CBA-Z34","フェアレディＺ","237,759 Km","VQ37","エンジン","２０２３年９月","エンジンを新品に載せ替えたところ、エンジン後部から異音がするようになった。ディーラーに持って行ったところ、エンジン本体からの音と言われ載せ替えを指示された。エンジン引き取ってもらい、再度別の新品のエンジンに載せ替えたが、また同じような異音が発生した。"
2985,"2024年01月15日","島根県","ﾌﾘｰﾀﾞｲｱﾙ","いすゞ","2011/04","LKG-LV234L3","エルガ","418,400 Km","6HK1","エンジン","","アクセルペダルを踏み込んでも２０ｋｍ／ｈしか出なくなった。燃料エレメントを交換してみると、ケース内に鉄粉が多量に付着していた。"
2986,"2024年01月15日","愛知県","ﾌﾘｰﾀﾞｲｱﾙ","スズキ","2022/10","4AA-MK53S","スペーシア","","R06A-WA05A","エンジン","買って１～２か月くらいから","エンジンのかかりが悪く、かぶりのような症状が出る。"
2987,"2024年01月15日","愛知県","ﾌﾘｰﾀﾞｲｱﾙ","ホンダ","2013/04","DBA-JF1","Ｎ　ＢＯＸ","70,000 Km","S07A","動力伝達","２０２４年１月","走行中、エンジンルームからキチキチ、ペキペキという異音が出るようになった。"
2988,"2024年01月15日","東京都","ﾌﾘｰﾀﾞｲｱﾙ","ホンダ","2018/10","DAA-GP6","フィット","24,300 Km","LEB-H1","エンジン","２０２４年１月１２日","高速道路を走行中に突然エンジンが停止した。惰性で緊急避難帯に退避し、１０分くらい経過後に再始動をしたところ、エンジンがかかり走行はできたため、最寄りのパーキングエリアまで低速走行した後、レッカー搬送をした。"
2989,"2024年01月15日","東京都","ﾌﾘｰﾀﾞｲｱﾙ","三菱","","TA-CU2W","エアトレック","300,000 Km","","かじ取り","","高速で左カーブ走行時、右方向に持っていかれる力がかかる。一般道の右カーブで予告なく突然ハンドルが軽くなり、ハンドルを切りすぎてしまう症状も出る。"
2990,"2024年01月15日","岐阜県","ﾌﾘｰﾀﾞｲｱﾙ","日野","2013/06","TKG-XZU620T","日野デュトロ","173,077 Km","N04C","エンジン","２０２３年１２月２２日","高速道路を走行中にエンジンからガタガタと異音がし、その後、エンジンが止まった。ディーラーでエンジンの内部破損と診断された。"
2991,"2024年01月15日","愛媛県","ＨＰ","ホンダ","2013/12","DAA-GP5","フィット","132,500 Km","LEB-H1","動力伝達","２０２４年１月９日","坂道を走行中に突然ニュートラルの様な状態になり、トランスミッション高温の警告が表示され、正常に走行出来なくなった。"
2992,"2024年01月15日","埼玉県","ＨＰ","マツダ","2012/07","LDA-KE2FW","ＣＸ－５","69,466 Km","SH","エンジン","２０２４年１月１２日","プッシュボタンスタートを押しても、セキュリティー表示灯が点灯しエンジンがかからなくなった。ディーラーで確認したところ、スタートストップユニットのエラーとスタートボタンのエラーコードが出ているとの診断で、スタートストップユニット交換が必要と見積もられた。"
2993,"2024年01月15日","愛知県","ＨＰ","ニッサン","2012/03","DAA-HY51","フーガ","150,000 Km","VQ35-HM34","動力伝達","２０２３年７月","変速機の異常で４速がうまく入らない。変速ショックが激しい。"
2994,"2024年01月15日","茨城県","ＨＰ","トヨタ","2022/04","6AA-ZWR95W","ノア","21,000 Km","2ZR-1VM-1WM","乗車装置","納車時から","３列目シートを跳ね上げているときカタカタと異音が発生する。また気温が１０℃以下の寒い日に、助手席側のドア、スライドドアの窓付近からカタカタ、ガタガタと大音量の異音が発生する。"
2995,"2024年01月15日","北海道","電話","ダイハツ","2020/05","DBA-LA150S","ムーヴ","","KF","その他","２０２３年４月２６日午前１１時３０分頃","バイパスを時速約７０ｋｍ／ｈで走行中に左カーブでスマートアシストが作動し、右壁に衝突した。スマートアシストが作動したときに車が宙に浮き、衝突で後車軸が外れた。"
2996,"2024年01月14日","大阪府","ＨＰ","マツダ","2022/03","5BA-DKLFW","ＣＸ－３","29,000 Km","P5","制動装置","２０２３年４月頃","右後輪ブレーキが鳴く。修理を受けているが再発している。"
2997,"2024年01月14日","徳島県","ＨＰ","トヨタ","2022/07","6AA-MXPK11","アクア","10,300 Km","M15A-1NM","制動装置","","車のシステムＯＮでシフトをＤまたはＲでアイドリング走行時に少しの間ブレーキペダルが踏み込めなくなり（体感で１ｃｍほど押し下げた感覚がある）、ブレーキがほんの少ししかきかない状態で２～３ｍ進むことがある。"
2998,"2024年01月14日","神奈川県","ＨＰ","マツダ","2018/03","3DA-KF2P","ＣＸ－５","94,100 Km","SH","乗車装置","２０２３年１２月","リアシートを倒して荷物を乗せて走行し、一日そのままにして翌日にシートを戻したところ、リアシートベルトが固定されて戻らず、伸ばすこともできない状態になった。"
2999,"2024年01月14日","東京都","ＨＰ","メルセデス・ベンツ","2016/12","CBA-205287","Ｃ６３Ｓステーションワゴン","","177","電気装置","","シリンダが失火することがある。そのため、エンジンの出力が低下するとともにエンジン警告灯（ＭＩＬ）が点灯する。"
3000,"2024年01月14日","北海道","ＨＰ","スバル","2004/05","TA-GG3","インプレッサ","91,200 Km","EJ15","エンジン","２０２４年１月１３日","リアオイルシール部からエンジンオイルが漏れた。"
3001,"2024年01月14日","東京都","ＨＰ","アウディ","2020/06","3CA-F2DFBF","アウディ　Ａ６　４０ＴＤＩｑ","51,819 Km","DFB-4413","走行装置","初回２０２３年３月、４月、タイヤ交換後１","左右後輪タイヤが外側のみ摩耗する。タイヤ交換を行った後でも発生した。"
3002,"2024年01月13日","静岡県","ＨＰ","フォルクスワーゲン","2020/11","ABA-3HDJHF","アルテオン　２．０／２０６ｋＷ","54,800 Km","DJH","動力伝達","２０２２年４月頃","交差点を曲がる際、カーブ等を曲がる際にリアデフ付近からゴゴゴゴと大きな異音が発生する。"
3003,"2024年01月13日","埼玉県","ＨＰ","ボルボ","2014/05","DBA-FB4164T","ボルボ　Ｖ６０","111,300 Km","B4164T","動力伝達","２０２２年１月","走行中に突然進まなくなり、メーターにはトランスミッション　テイカの表示が出た。"
3004,"2024年01月13日","山口県","ＨＰ","ニッサン","2020/04","DBF-VM20","ＮＶ２００　バネット","45,000 Km","HR16","制動装置","２０２３年１２月２５日","システム障害、車線逸脱警報／インテリジェント　エマージェンシーブレーキ警報灯が点灯した。"
3005,"2024年01月13日","新潟県","ＨＰ","マツダ","2015/01","LDA-DJ5FS","デミオ","104,400 Km","S5","乗車装置","２０２３年１月１３日","後部座席シートベルトを伸ばした後、巻き取らなくなった。"
3006,"2024年01月13日","大阪府","ＨＰ","アプリリア","","ZD4KS","ＲＳ６６０","2,259 Km","","エンジン","２０２２年１１月から","気温の上がる時期には必ず走行中にパーコレーションが起き、信号待ちや渋滞時エンストが起きる。"
3007,"2024年01月13日","兵庫県","ＨＰ","レクサス","2022/06","6AA-AAZH20","ＮＸ３５０ｈ","6,003 Km","A25A-5NM","電気装置","２０２４年１月１１日　２１：３０","警告灯を発することなくバッテリーが過放電し、エンジン始動不能になった。"
3008,"2024年01月13日","福岡県","ＨＰ","マツダ","2022/10","3CA-KH3R3P","ＣＸ－６０","","T3-MR","制動装置","２０２３年１２月２５日","ハンドル支援オートクルーズ使用時、追越車線を走行していると走行車線の車を前方車両と誤認識して急制動がかかる。"
3009,"2024年01月13日","京都府","ＨＰ","フォルクスワーゲン","2021/08","3AA-CDDFY","ゴルフ　１．５／１１０ｋＷ","10,050 Km","DFY-4450","電気装置","","運転中にハンドルとブレーキのアシスト機能が停止する。運転中にナビゲーションが必要の無いアップデートを繰り返す。"
3010,"2024年01月12日","埼玉県","ﾌﾘｰﾀﾞｲｱﾙ","マツダ","2023/04","3CA-KH3R3P","ＣＸ－６０","6,000 Km","T3-MR","緩衝装置","","サスペンションの突き上げ感が酷い。道路から歩道を跨いで店舗駐車場に入る時や、道路上の舗装不良による凸凹などの段差を通過すると、この突き上げの衝撃からドライブレコーダーが「衝撃を検知しました」と反応してしまうほどに酷い。"
3011,"2024年01月12日","埼玉県","ﾌﾘｰﾀﾞｲｱﾙ","マツダ","2023/04","3CA-KH3R3P","ＣＸ－６０","6,000 Km","T3-MR","かじ取り","","ハンドルの戻りが悪くセルフステアが効かない。ディーラーで一度修理を受けたが、ハンドル全体の操作が重くなった。"
3012,"2024年01月12日","埼玉県","ﾌﾘｰﾀﾞｲｱﾙ","マツダ","2023/04","3CA-KH3R3P","ＣＸ－６０","6,000 Km","T3-MR","制動装置","","ブレーキローターが２～３日の駐車で酷く錆びてくる。左右後輪で発生に左右差があり、右後輪が酷い。"
3013,"2024年01月12日","神奈川県","電話","ホンダ","","-","Ｎ－ＢＯＸ","30,000 Km","","制動装置","","走行中、強めにブレーキをかけたときに、ガンガン・・と異音が出ていた。車検整備時、前輪ブレーキを点検した結果、ディスクパッドが内側だけ２ｍｍくらいまで摩耗し、外側はほぼ新品のような偏摩耗をしていた。"
3014,"2024年01月12日","静岡県","ﾌﾘｰﾀﾞｲｱﾙ","ダイハツ","2021/01","6BA-LA650S","タント","","KF","制動装置","購入して１か月くらいの時","国道を走行中に、突然ブレーキが効かなくなった。"
3015,"2024年01月12日","神奈川県","ＨＰ","メルセデス・ベンツ","2018/03","CBA-231473","ＳＬ５５０","68,132 Km","278","エンジン","２０２４年１月６日","渋滞走行中、ボンネット内から煙が出て冷却水が流出した。ディーラーで、ホースジョイント部分の経年劣化と診断され修理を行った。"
3016,"2024年01月12日","山口県","ＨＰ","ニッサン","2020/01","DBA-T32","エクストレイル","22,010 Km","MR20DD","制動装置","","エマージェンシーブレーキのカメラ不調により、突然使用不能になる。"
3017,"2024年01月11日","神奈川県","ﾌﾘｰﾀﾞｲｱﾙ","ダイハツ","2010/07","ABA-L880K","コペン","115,800 Km","JB","エンジン","２０２４年１月４日","走行中に２回エンストが発生した"
3018,"2024年01月11日","千葉県","ﾌﾘｰﾀﾞｲｱﾙ","スズキ","2020/07","DBA-HA36S","アルト","29,700 Km","R06A","乗車装置","２０２４年","キーリモコンが５℃以下になると操作をしても反応しなくなる。リモコンを温めると回復する。"
3019,"2024年01月11日","宮城県","ﾌﾘｰﾀﾞｲｱﾙ","ホンダ","2018/03","DAA-GB8","ＦＲＥＥＤ","120,000 Km","LEB-H1","動力伝達","","走行中、トランスミッション高温の警告がでた。一度停車してエンジンを停止させ、冷やして再始動してみたところ、警告が再発したため、運転を中止してレッカーした。"
3020,"2024年01月11日","沖縄県","ﾌﾘｰﾀﾞｲｱﾙ","ＵＤトラックス","2016/06","TKG-LK38N","コンドル","194,500 Km","GH5","排ｶﾞｽ･騒音","２０２４年１月","ＥＧＲバルブ不良により、エンジンがかからなくなった。"
3021,"2024年01月11日","新潟県","ﾌﾘｰﾀﾞｲｱﾙ","スズキ","2010/07","DBA-ZD11S","スイフト","120,500 Km","M13A","制動装置","","積雪路でブレーキをかけ、タイヤが滑った際にＡＢＳが効かなかった。"
3022,"2024年01月11日","鳥取県","ﾌﾘｰﾀﾞｲｱﾙ","ホンダ","2019/10","6BA-JF4","Ｎ－ＢＯＸ","56,000 Km","S07B","保安灯火","去年１１月ごろから","左後席のパワーウインドウの作動が安定せず、カタカタと異音が出ていたが、その後完全に動かなくなった。"
3023,"2024年01月11日","千葉県","ﾌﾘｰﾀﾞｲｱﾙ","ダイハツ","2015/10","DBA-LA710S","ウェイク","73,000 Km","KF","制動装置","２０２３年１０月１０日","長い下り坂を緩いブレーキ操作のみで２～３ｋｍ走行をしたところ、途中でアイドリングストップが作動し、坂道を下った先でブレーキをかけようとしたところ、ブレーキペダルが固くなっていて効かず、前走車両に衝突してしまった。"
3024,"2024年01月11日","千葉県","ＨＰ","日野","2016/06","SDG-RR7JJCA","日野メルファ","457,213 Km","J07E","排ｶﾞｽ･騒音","","排気筒より白煙が出るのが何度修理しても直らない。"
3025,"2024年01月11日","徳島県","ＨＰ","マツダ","2012/04","LDA-KE2AW","ＣＸ－５","190,000 Km","SH","エンジン","２０２３年１０月","整備時にウォーターバイパスパイプからの冷却水漏れを発見した。"
3026,"2024年01月11日","静岡県","ＨＰ","トヨタ","2020/04","DAA-ZVW41W","プリウスα","67,400 Km","2ZR-5JM","制動装置","２０２０年頃","ブレーキペダルを踏むとブブっと音がなる。ブレーキペダルを離した際にも同じ音が鳴る場合がある。"
3027,"2024年01月11日","東京都","ＨＰ","ニッサン","2017/04","DAA-GFC27","セレナ","15,900 Km","MR20-SM24","制動装置","２０２３年１２月","突然パーキングブレーキランプが点滅し、パーキングブレーキを使用できなくなった。前面パネルにはアテンションマーク、及びパーキングブレーキマークが点灯表示された。"
3028,"2024年01月11日","東京都","ＨＰ","三菱","2019/09","TPG-BE640G","ふそうローザ","90,349 Km","4P10","燃料装置","２０２３年１２月１２日","首都高速走行中にエンジンがストップし、再始動不能になった。点検したところ、３番のインジェクターの先が折損しており、エンジンはクランクにて回転させても正回転も逆回転もせずピクリとも動かなかった。"
3029,"2024年01月11日","富山県","ＨＰ","ヒュンダイ","2022/09","ZAA-NE4LRG","ＩＯＮＩＱ５","21,454 Km","EM07-EM17","電気装置","２０２３年４月","高速道路を走行中に電気系統の警告灯が点灯し、時間の経過によってだんだん速度が低下して数ｋｍ走行後に惰性で停止し、走行不能になった。整備工場でレッカー搬送し確認したところ、ＩＣＣＵ統合充電制御ユニットの不具合と診断され部品交換が行われた。"
3030,"2024年01月10日","富山県","ﾌﾘｰﾀﾞｲｱﾙ","ダイハツ","2022/02","5BA-LA160S","ムーヴ","","KF","車枠・車体","","走行中に前輪ホイールハウスのスプラッシュシールドが外れ、タイヤに干渉してタイヤがバーストしかけた。ディーラーで相談したところ、雪の影響によるもの。という説明をされた。固定方法を確認したところ、取り付けが極めて緩い固定方法で、僅かな力で容易に外れる構造になっていた。"
3031,"2024年01月10日","大阪府","ﾌﾘｰﾀﾞｲｱﾙ","トヨタ","","DBA-ANH25W","ヴェルファイア","","2AZ","車枠・車体","２０２３年１２月","ボディの塗装が３０ｃｍ四方の大きさではがれた。"
3032,"2024年01月10日","北海道","ﾌﾘｰﾀﾞｲｱﾙ","トヨタ","2023/07","6AA-ZWR95W","ノア","","2ZR-1VM-1WM","車枠・車体","","２～３ｃｍの降雪路を走行したところ、後方からカツカツ音を確認した。車両を確認したところ、リアバンパー左右の下部にある　バンパー固定用の取り付けステー部付近に雪および氷が堆積しステーやリヤバンパーが変形していた。"
3033,"2024年01月10日","宮城県","ＨＰ","マツダ","2018/02","3DA-KG2P","ＣＸ－８","70,000 Km","SH","乗車装置","２０２３年１１月頃","２列目運転席側のシートベルトが完全にのびきって戻らなくなった。"
3034,"2024年01月10日","福井県","ＨＰ","三菱","2015/03","TKG-FEB90","ふそうキャンター","201,652 Km","4P10","エンジン","２０２３年１２月１３日１３：００頃","２０２３年１２月１３日昼食の休息が終了し、１３：００にエンジンを始動したら１度は始動したが、急に停止した。チェーンが伸びて、ヘッドのバルブがピストンに当り、エンジンのピストンが破損した。"
3035,"2024年01月10日","兵庫県","ＨＰ","スバル","2018/09","5BA-SK9","フォレスター","47,000 Km","FB25","エンジン","２０２３年１２月１０日","走行中に油圧、アイサイトシステムダウン等の警告灯が点灯し、最寄りディーラーへの持ち込み指示メッセージが出た。ディーラーで確認した結果、サーモコントロールバルブの不具合と診断された。"
3036,"2024年01月10日","栃木県","ＨＰ","ニッサン","2010/12","DAA-HY51","フーガ","265,000 Km","VQ35-HM34","動力伝達","","ブレーキペダルを踏んで減速し、時速２０ｋｍ辺りになった時にドンという音と共にアクセルペダルに触れていないのに瞬間的に急加速し、追突されたような衝撃を伴う。"
3037,"2024年01月10日","長野県","ＨＰ","ルノー","2016/01","ABA-KWH5F","カングー","67,000 Km","H5F","動力伝達","２０２４年１月９日","１月９日。一般道を走行中、クラッチ操作をしようとクラッチペダルを踏み込んだ瞬間クラッチペダルが折れて操作不能となり、道路上で走行不能となった。"
3038,"2024年01月09日","青森県","ﾌﾘｰﾀﾞｲｱﾙ","ホンダ","2015/07","DBA-JF2","Ｎ　ＢＯＸ","56,000 Km","S07A","エンジン","２０２３年１２月３０日、２０２４年１月３","アイドリングストップから発進をしようとしたが、エンスト状態になり、警告灯の点灯と警告音が鳴った。スイッチをオフにし、再始動をしたところ、復旧し走行できたが、数日後に再発した。"
3039,"2024年01月09日","大阪府","ﾌﾘｰﾀﾞｲｱﾙ","フォルクスワーゲン","2015/09","DBA-AUCJZ","ＶＷゴルフ　１．２／７７ｋＷ","70,900 Km","CJZ","エンジン","２０２３年１２月２７日","一般道で突然エンジンが止まり走行不能になった。ディーラーで確認したところ、可変バルブタイミングユニットのスプロケット取付ボルトが緩んで脱落し、エンジン内部に落ちたことでタイミングベルト他、各部を破損させていると判った。"
3040,"2024年01月09日","福岡県","ﾌﾘｰﾀﾞｲｱﾙ","三菱","2016/10","LDA-CV1W","デリカ","60,000 Km","4N14","エンジン","２０２３年１０月０２日","車検でタービンのオイル漏れが発見された。"
3041,"2024年01月09日","東京都","ﾌﾘｰﾀﾞｲｱﾙ","ボルボ","2017/02","DLA-LB420XCPA","ボルボ　ＸＣ９０","61,300 Km","B420-T35-AD2","電動機(モーター)","","モーターによる発進、加速時、ストールのような症状で出力が出なくなる。"
3042,"2024年01月09日","北海道","ﾌﾘｰﾀﾞｲｱﾙ","ニッサン","","DAA-SNE12","ノートｅ－ＰＯＷＥＲ","","HR12-EM57-N2","動力伝達","","積雪路を走行時に電子制御部に雪が溜まると、ＡＢＳと横滑り防止警告が点灯して４ＷＤモードが切れるとともに、後輪がロックして滑っているような状態になる。"
3043,"2024年01月09日","福井県","ＨＰ","三菱","2016/05","TPG-BE640G","ふそうローザ","168,113 Km","4P10","エンジン","２０２３年１２月１８日","タイミングチェーンテンショナーを固定するボルトが外れたため、バルブがピストンと接触してエンジンが動かなくなった。"
3044,"2024年01月09日","宮城県","ﾌﾘｰﾀﾞｲｱﾙ","トヨタ","2017/07","DBA-ZSU65W","ハリアー","96,854 Km","3ZR","動力伝達","２０２２年２月","走行中にエンジンルームから「ブーン」という異音が常時発生するようになった。ディーラーでＣＶＴ交換と診断された。"
3045,"2024年01月09日","高知県","ＨＰ","スバル","2023/06","5BA-VBH","ＷＲＸ","2,500 Km","FA24","エンジン","２０２３年１２月２１日","半年点検でエンジンオイル交換を行った車で、オイルパンのボルトが外れたためにエンジンオイルが漏れ、エンジンオーバーヒートが起きた。オーバーヒート直前にオイル警告表示がメーターパネルに表示された。"
3046,"2024年01月09日","熊本県","ＨＰ","スズキ","2017/05","DBA-HA36S","アルト","17,000 Km","R06A","動力伝達","２０２３年１２月２５日夕方","一般道を走行中、赤信号で停車するために減速するとエンストした。エンジンをかけ直すと動いたが、再び停車するとギアが入らず発進不能になった。１０回ほどエンジンをかけ直すとギアが入ったので安全な場所に停車させた。整備工場で確認の結果、ＡＧＳアクチュエーターの不具合と診断された。"
3047,"2024年01月09日","東京都","ＨＰ","メルセデス・ベンツ","2020/02","LDA-166024","ＭＬ３５０　ＢｌｕｅＴＥＣ　４ＭＡＴＩＣ","44,484 Km","642","燃料装置","２０２３年９月","ひどい燃料漏れと、臭いがしたため確認したところ、インジェクションライン及び燃料ディストリビュータから燃料が漏れていた。"
3048,"2024年01月09日","埼玉県","ＨＰ","マツダ","2022/11","3CA-KH3R3P","ＣＸ－６０","14,800 Km","T3-MR","かじ取り","２０２３年１０月","パワーステアリングが何らかの不具合によりカクカクする。高速走行中にステアリングを回すと、軽くカクっとなるだけでいきなり隣の車線まで飛ばされる。"
