番号,受付日,住所,申告方法,車名,初度登録年月,型式,通称名,総走行距離,原動機型式,不具合装置,発生時期,申告内容
7106,"2021年02月26日","山形県","ＨＰ","ホンダ","2013/03","DBA-RB3","オデッセイ","123,288 Km","K24A","エンジン","","冷寒時、エンジン始動後にガガと異音が鳴る。ディーラーでＶＴＣアクチュエーター等の交換をしたが、改善されず、再発した。"
7107,"2021年02月26日","熊本県","ＨＰ","ニッサン","2015/07","DAA-HNT32","エクストレイル　ハイブリッド","30,000 Km","MR20-RM31","動力伝達","２０２０年頃から","走行中、電気駆動からエンジンに切り替わる際に「キュン」という異音がする。また、停止状態から車庫入れ等を行う際にもエンジンが動くと異音がする。"
7108,"2021年02月25日","東京都","ﾌﾘｰﾀﾞｲｱﾙ","トヨタ","2018/03","DBA-M910A","ルーミー","","1KR","その他","","スマートアシストの後方誤発進防止装置が機能しない。"
7109,"2021年02月25日","兵庫県","ﾌﾘｰﾀﾞｲｱﾙ","ＢＭＷ","2012/12","DBA-1A16","１１６ｉ","59,500 Km","N13B16A","エンジン","","エンジンのミスファイアが有り、エンジンチェックランプが点灯してエンジンが不調になった。車両を確認したところ点火コイルが溶損するとともにコンピューターの内部が壊れていた。"
7110,"2021年02月25日","兵庫県","ﾌﾘｰﾀﾞｲｱﾙ","ＢＭＷ","2011/02","DBA-SV16","ミニ","67,200 Km","N18B16A","燃料装置","","燃料高圧ポンプの不良により、エンジンが不調になり、加速不良、始動不良が発生する。"
7111,"2021年02月25日","兵庫県","ﾌﾘｰﾀﾞｲｱﾙ","ＢＭＷ","2008/06","ABA-MM16","ミニクーパー","72,700 Km","N14B16A","エンジン","","６～７万ｋｍでタイミングチェーンガイドが割れる。"
7112,"2021年02月25日","兵庫県","ﾌﾘｰﾀﾞｲｱﾙ","ＢＭＷ","2010/06","ABA-ML16","ミニクーパー","71,900 Km","N12B16A","エンジン","","６～７万ｋｍでタイミングチェーンガイドが割れる。"
7113,"2021年02月25日","沖縄県","ＨＰ","マツダ","2013/08","DBA-MM32S","フレアワゴン","93,400 Km","R06A","動力伝達","購入して１週間後","ＣＶＴコントローラーの不良により、走行中にエンジンの回転数が上下する。"
7114,"2021年02月25日","岩手県","ＨＰ","三菱","2013/09","QKG-FS55VZ","ふそうスーパーグレート","760,000 Km","6R10","エンジン","２０２０年１月７日","ラジエータアッパーホース部亀裂がはいった。"
7115,"2021年02月25日","京都府","ＨＰ","ホンダ","2018/08","2BK-KF30","ＰＣＸ１５０","16,000 Km","KF30E","エンジン","２０２０年１２月","アイドリングストップ機能をＯＦＦにした状態で信号待ち・一時停止し、そこから再発進するためアクセルを回すと突如エンストすることがある。"
7116,"2021年02月25日","長野県","ＨＰ","ダイハツ","2015/07","EBD-S331V","ハイゼットカーゴ","380,000 Km","KF","動力伝達","２０２０年５月","オートマチックトランスミッションのガード付きオイルパンにおいて、隙間が狭く水が入ると逃げ場がなく、オイルパンが錆びる。"
7117,"2021年02月25日","愛知県","ＨＰ","ＢＭＷ","2012/03","DBA-1A16","１１６ｉ　ＳＰＯＲＴ","63,000 Km","N13B16A","燃料装置","２０２１年２月２０日","フューエルポンプ機能不良により、走行中にエンジンがストールして停止し、再始動出来なくなったため、レッカー搬送した。"
7118,"2021年02月25日","静岡県","ＨＰ","ニッサン","2012/02","DBA-E11","ノート","42,300 Km","HR15","動力伝達","２０２１年２月１４日","車検の見積もり点検時、ＣＶＴから異音が出ている事が確認された。"
7119,"2021年02月25日","埼玉県","ＨＰ","ホンダ","2013/11","DBA-JF1","Ｎ－ＢＯＸ","30,204 Km","S07A","エンジン","最近","エンジンタイミングケース付近からオイル漏れにより、エンジンからオイルの焼ける臭いがする。"
7120,"2021年02月24日","香川県","ﾌﾘｰﾀﾞｲｱﾙ","ニッサン","2016/01","DBA-B21A","デイズルークス","63,000 Km","3B20","エンジン","３年前から","エンジンのかかりが悪く何度目かの操作で始動する。"
7121,"2021年02月24日","大阪府","ﾌﾘｰﾀﾞｲｱﾙ","ホンダ","2020/11","HBD-JJ1","Ｎ－ＶＡＮ","","S07B","その他","","夜間、カーナビが左右と後方の室内ガラスに反射して外が見えない。"
7122,"2021年02月24日","静岡県","ﾌﾘｰﾀﾞｲｱﾙ","ニッサン","2018/11","ZAA-ZE1","リーフ","15,500 Km","EM57","電気装置","","後方のセンサーをフルオプションで装着した車両だが、後退して車庫入れしている際に３回こすった傷がついている。"
7123,"2021年02月24日","千葉県","ﾌﾘｰﾀﾞｲｱﾙ","トヨタ","","DBA-ZN6","８６","49,000 Km","FA20","エンジン","","タイミングチェーンカバーからオイルが滲むようになった。"
7124,"2021年02月24日","千葉県","24時間電話","スズキ","2020/01","CA4BA","アドレスＶ５０","26,649 Km","","エンジン","","信号待ちをしているところで突然エンストした。"
7125,"2021年02月24日","埼玉県","ＨＰ","スズキ","","2BH-CA4AA","レッツ","3,500 Km","A409","エンジン","２０１９年１月","最高速度が５０ｋｍ／ｈまでしか出ない。しばらく様子を見たところ、約６３ｋｍ／ｈまで出るようになったが、５５ｋｍ／ｈまで低下した。"
7126,"2021年02月24日","埼玉県","ＨＰ","スズキ","","2BH-CA4AA","レッツ","3,500 Km","A409","エンジン","２０１９年１月","道に出るとき、右折待ち時など、アイドリング状態からアクセルを開こうとするとエンストを起こす。暖かい季節になることが多く、６－１０月くらいには週に２回くらいエンストする。"
7127,"2021年02月24日","埼玉県","ＨＰ","スズキ","","2BH-CA4AA","レッツ","3,500 Km","A409","電気装置","２０１９年１月","バッテリーがいきなり壊れた。"
7128,"2021年02月24日","広島県","ＨＰ","ホンダ","2012/05","EBL-RC62","インテグラ７００ｄ","49,000 Km","RC61E","動力伝達","高速道路追い越し車線","高速道路追い抜きのため５速へシフトダウンし、追い越し車線に出ようとする時、５速ギアが突然抜けたため、バランスを崩しかけ、ギアが入らないまま路肩まで惰性で寄せた。"
7129,"2021年02月24日","福岡県","ＨＰ","ニッサン","2013/03","DBA-YF15","ジューク","88,000 Km","HR15","動力伝達","２０２１年２月２１日","坂道発進時にＣＶＴが急に破損したため、前進出来なくなり、一旦ブレーキをかけ再度アクセルペダルを踏むも加速せず、車両が後退した。ゆっくり後退して平坦地でチェックしたところ、バックは出来るものの前進は一切できない状態であった。"
7130,"2021年02月24日","神奈川県","ＨＰ","メルセデス・ベンツ","2016/02","DBA-205040C","Ｃ１８０","20,700 Km","274M16","その他","２０２１年２月１８日","ソフトウェアの不備により、ドライブトレーンコントロールユニットを更新しないとメータパネル内の整備を促すメッセージ表示をリセットできない。"
7131,"2021年02月24日","神奈川県","ＨＰ","ＢＭＷ","2021/01","2BL-R12MA","Ｒ１２５０ＧＳ－Ａ","1,000 Km","A74B12M","保安灯火","購入納車後すぐ（２０２１年２月）","ホーンを吹鳴するとブレーキランプの異常を知らせるメッセージが表示され、以降ブレーキランプが点灯しない。イグニッションオンオフで回復する。"
7132,"2021年02月24日","広島県","ＨＰ","三菱","2013/03","LDA-CV1W","デリカＤ５","90,000 Km","4N14","排ｶﾞｽ･騒音","２０２０年秋から冬にかけて現在も","エキゾーストマニホールドの排気漏れにより、早朝・夜間のエンジン始動時、走行始めて間もないエンジンが暖まっていない時にエアコンの吹き出し口から排気ガス臭がする。"
7133,"2021年02月24日","宮城県","ＨＰ","ボルボ","2012/05","CBA-DB4204TXC","ＸＣ６０","75,000 Km","B4204T","動力伝達","２０２１年２月２２日午後２時頃","一般道を走行中ギアが３速までしか入らず、最高速度が５０ｋｍ／ｈ程度までしか出なくなった。また、バック出来ない状態になった。"
7134,"2021年02月24日","茨城県","ＨＰ","トヨタ","2020/10","5BA-A200A","ライズ","1,169 Km","1KR","制動装置","２０２１年２月２１日ＡＭ１０：３０","約５ｍ四方の自宅駐車場に前方から入庫・駐車する際、停止しようとしていた位置ブレーキペダルを踏んだが止まらずに駐車場奥に隣接する家屋外壁に衝突した。この際、自動ブレーキも作動しなかった。"
7135,"2021年02月24日","北海道","ＨＰ","ホンダ","2015/09","DBA-JF2","Ｎ－ＢＯＸ","45,000 Km","S07A","車枠・車体","常に","フロントバンパーの爪部の強度がない。"
7136,"2021年02月24日","愛知県","ＨＰ","ニッサン","2013/12","DBA-B21W","デイズ","71,956 Km","3B20","エンジン","２０２１年１月２５日","始動装置に対するエンジン制御プログラムのリコール措置を済ませた車両で、エンジンのリングギアの歯が削れたため、始動時にガガガと大きな音がして始動出来なくなった。"
7137,"2021年02月23日","北海道","ＨＰ","フォルクスワーゲン","2014/10","DBA-AUCJZ","ゴルフバリアント","65,000 Km","CJZ","保安灯火","２０２１年２月２２日","運転席側ドアミラーパネルが剥がれ、落下した。"
7138,"2021年02月23日","宮城県","ＨＰ","マツダ","2017/09","LDA-KF2P","ＣＸ－５","45,451 Km","SH","保安灯火","新車購入後、４年間に４回","毎年冬にフロントガラス下部がひび割れしている。"
7139,"2021年02月23日","愛知県","ＨＰ","ボルボ","2013/11","DBA-MB4164T","Ｖ４０","67,600 Km","B4164T","動力伝達","","トランスミッション性能低下の警告表示がされるとバックギアに入らなかったり、走行中にギアの加減かエンジンの回転数が異常になった。"
7140,"2021年02月23日","茨城県","ＨＰ","三菱","2014/03","LDA-CV1W","デリカＤ５","","4N14","排ｶﾞｽ･騒音","２０１９年以降","エキゾーストマニホールド亀裂部からの排気漏れにより、車内に排ガス臭が入ってくる。"
7141,"2021年02月23日","群馬県","ＨＰ","ホンダ","2015/06","DBA-JF2","Ｎ－ＢＯＸ　Ｃｕｓｔｏｍ","84,600 Km","S07A","エンジン","２０２１年１月","アイドリングストップ状態からブレーキペダル踏み込みを解除してもエンジンが再始動しない。"
7142,"2021年02月23日","群馬県","ＨＰ","ホンダ","2015/06","DBA-JF2","Ｎ－ＢＯＸ　Ｃｕｓｔｏｍ","84,600 Km","S07A","走行装置","２０１７年７月","右前のタイヤのみ異常摩耗する。"
7143,"2021年02月23日","神奈川県","ＨＰ","フォルクスワーゲン","2015/10","DBA-AUCJZ","ゴルフヴァリアント","44,000 Km","CJZ","保安灯火","購入時から","ヘッドライトに無数のヒビがはいっており、光が乱反射、及び光量不足により夜間走行に影響する。"
7144,"2021年02月23日","岐阜県","ＨＰ","ニッサン","2012/12","DAA-HFC26","セレナ　Ｓ－ＨＹＢＲＩＤ","80,000 Km","MR20-SM23","電気装置","２０２０年１２月頃","低速走行時、停車時にエンジンルームからおおきなガラガラという異音が発生するようになった。ディーラーで確認したところオルタネーターからの異音だった。"
7145,"2021年02月23日","高知県","ＨＰ","フィアット","2014/11","ABA-31209","５００Ｃ","79,000 Km","312A2","車枠・車体","２０２１年２月２３日","助手席のダッシュボードに内蔵されているエアバッグが膨張しており、ダッシュボードもその部分がやや膨らみ少し亀裂が発生している。"
7146,"2021年02月22日","岐阜県","ﾌﾘｰﾀﾞｲｱﾙ","トヨタ","2020/11","3DA-GDJ150W","ランドクルーザープラド","","1GD","排ｶﾞｽ･騒音","","ＤＰＲの再生不十分というメッセージが出たため、手動再生を行ったところ、エンジン故障などの複数のメッセージが表示された。"
7147,"2021年02月22日","群馬県","電話","スズキ","2020/03","DAA-MK53S","スペーシアカスタム","13,000 Km","R06A-WA05A","燃料装置","２０２０年１１月２日","給油後、燃料計がなかなか反映されない。"
7148,"2021年02月22日","静岡県","ﾌﾘｰﾀﾞｲｱﾙ","ホンダ","2008/02","DBA-GK1","モビリオスパイク","114,000 Km","L15A","動力伝達","","停車からの発進時、急減速した際ガタガタする。"
7149,"2021年02月22日","福岡県","ﾌﾘｰﾀﾞｲｱﾙ","ホンダ","2015/01","DBA-JF1","Ｎ－ＢＯＸ","37,800 Km","S07A","車枠・車体","２０２１年２月１４日","走行中、左前フォグランプ付近から発火した。後日の検分でバンパーを接触させている痕跡があるので、接触後に修理をしていない事が原因と判断された。"
7150,"2021年02月22日","茨城県","ＨＰ","マツダ","2013/03","LDA-KE2AW","ＣＸ－５","110,000 Km","SH","エンジン","２０２１年１月","エンジンシステムエラーの警告灯が表示され、アクセルペダルを踏んでも加速しない。排気ガスが臭い。エンジン回転数１５００ｒｐｍ～２０００ｒｐｍでノッキングを起こす。"
7151,"2021年02月22日","福岡県","ＨＰ","トヨタ","2012/10","DAA-ZVW30","プリウス","","2ZR-3JM","車枠・車体","２０２１年１月","塗装の補修を行ってもいないのに、洗車後に運転席ドアと後部ドア上部の塗装が剥がれた。"
7152,"2021年02月22日","東京都","ＨＰ","メルセデス・ベンツ","2015/06","MBA-212261C","Ｅ４００","62,200 Km","276","排ｶﾞｽ･騒音","２０２０年１２月","ＮＯｘセンサーの不良により、エンジン警告灯が点灯した。"
7153,"2021年02月22日","東京都","ＨＰ","ホンダ","2020/05","A-AF24","タクトベーシック","","","保安灯火","購入直後から","方向指示器を右折のためにスライドさせようとしても１０回に１～２回は、引っかかってスライドできない。"
7154,"2021年02月22日","神奈川県","ＨＰ","アバルト","2019/09","ABA-31214T","５９５","5,000 Km","312B4","動力伝達","２ヶ月","暫く走行してから駐車場に入れるなどでバックした時にポーというような異音がする。"
7155,"2021年02月22日","福岡県","ＨＰ","マツダ","2020/02","5BA-DMEP","ＣＸ－３０","12,154 Km","PE","電気装置","２０２１年２月２２日","灯火類の消し忘れ等が無いのにバッテリーが上がった。"
7156,"2021年02月21日","兵庫県","ＨＰ","スズキ","2016/04","DBA-HA36S","アルトワークス","30,000 Km","R06A","車枠・車体","不明","ダッシュボードとピラーの間に隙間があり、気温によって隙間が大きくなったり小さくなったりする。"
7157,"2021年02月21日","高知県","ＨＰ","ホンダ","2015/02","DAA-GM4","ＧＲＡＣＥハイブリット","19,000 Km","LEB-H1","エンジン","２０２１年２月","ＥＶ走行に切り替わる時、小さな爆発音がする。"
7158,"2021年02月21日","栃木県","ＨＰ","トヨタ","2017/02","DLA-ZVW52","プリウスＰＨＶ","31,000 Km","2ZR-1NM-1SM","制動装置","２０２０年１０月","高速道路の追い越し車線を走行中に走行車線のトラックを感知して突然ブレーキが掛かった。"
7159,"2021年02月21日","栃木県","ＨＰ","トヨタ","2017/02","DLA-ZVW52","プリウスＰＨＶ","31,000 Km","2ZR-1NM-1SM","車枠・車体","２０２０年４月","走行時にリヤハッチがガタガタする。"
7160,"2021年02月21日","埼玉県","ＨＰ","ホンダ","2015/11","DBA-JF1","Ｎ－ＢＯＸ","45,084 Km","S07A","エンジン","２０２０年１１月～２０２１年１月","アイドリングストップの後、エンストして走行不能になった。"
7161,"2021年02月21日","宮城県","ＨＰ","トヨタ","2019/11","6AA-AXAH54","ＲＡＶ４　ＨＹＢＲＩＤ　Ｇ","","A25A-3NM-4NM","車枠・車体","２０２１年２月３日","左Ｃ、Ｄピラーの付け根あたりから広範囲に雨漏りし、その後カビが生えてきた。"
7162,"2021年02月21日","埼玉県","ＨＰ","スバル","2020/12","4BA-VN5","レヴォーグ","1,500 Km","CB18","制動装置","２０２１年１月","一般道を走行中、対向車線のバイクに反応して突然自動ブレーキが作動し、急制動がかかった。"
7163,"2021年02月21日","埼玉県","ＨＰ","スバル","2020/12","4BA-VN5","レヴォーグ","3,500 Km","CB18","その他","購入時からずっと","アイサイトの車線中央維持機能を利用時、車線左側に寄って走行する。"
7164,"2021年02月21日","秋田県","ＨＰ","ダイハツ","2015/12","EBD-S331V","ハイゼット　カーゴ","35,000 Km","KF","エンジン","２０１７年頃から","エンジンの異常が出ると力が無く、ちょっとした坂道でもスピードが落ちて登れなくなる。"
7165,"2021年02月21日","秋田県","ＨＰ","ダイハツ","2015/12","EBD-S331V","ハイゼットカーゴ","35,000 Km","KF","エンジン","２０２１年２月","エンジンオイルレベルゲージの付け根からオイル漏れが有った。"
7166,"2021年02月21日","栃木県","ＨＰ","ホンダ","2020/12","6BA-RC1","オデッセイ","1,300 Km","K24W","エンジン","２０２１年２月２１日１５：３０頃","交差点停止後に青信号で発進しようとしたらエンストした。"
7167,"2021年02月21日","愛知県","ＨＰ","スバル","2015/01","DBA-GP6","インプレッサスポーツ","38,000 Km","FB20","制動装置","２０２０年１１月頃","ブレーキマスターバックの不良により負圧保持ができず、数時間経つと、エンジン始動時にブレーキペダルの踏みごたえが固くなり、強く踏まないとエンジン始動できなくなる。"
7168,"2021年02月21日","千葉県","ＨＰ","トヨタ","2015/01","QDF-KDH201V","ハイエース","99,800 Km","1KD","車枠・車体","２０２０年１１月","セカンド席、サイドガラスの小窓から雨漏りする。"
7169,"2021年02月20日","山形県","ＨＰ","スバル","2013/02","DBA-SJ5","フォレスター","84,900 Km","FB20","エンジン","２０２０年１月から","パーキングにシフトしても、キーが抜けない。"
7170,"2021年02月20日","茨城県","ＨＰ","アウディ","2011/05","ABA-8TCDNL","Ａ５スポーツバック","125,765 Km","CDN","保安灯火","２０２１年１月３１日","夜間の高速道路走行中に助手席側のサイドミラーが自然脱落し、紛失した。"
7171,"2021年02月20日","兵庫県","ＨＰ","ニッサン","2015/01","DAA-HFC26","セレナ","170,000 Km","MR20-SM23","電気装置","２０２０年６月中旬","オルタネーターから異音が出るようになった。"
7172,"2021年02月20日","神奈川県","ＨＰ","ボルボ","2017/08","DBA-FB420","Ｖ６０クロスカントリーＴ","30,943 Km","B420","動力伝達","２０２１年１月","ＲレンジからＤレンジにシフトしたらエンジン回転数の上昇が二回発生した。さらに信号待ち後、Ｄレンジで発進したが１速に切り替わり恐怖を感じた。"
7173,"2021年02月20日","群馬県","ＨＰ","マツダ","2016/02","LDA-DJ5AS","デミオ","137,900 Km","S5","保安灯火","２０２１年１月２４日","整備工場で車検を受けたら電動格納ミラーが少ししか動かなくなった。また大きな動作音になった。"
7174,"2021年02月20日","群馬県","ＨＰ","マツダ","2016/02","LDA-DJ5AS","デミオ","91,400 Km","S5","その他","２０１９年１月","マツダコネクトセンターディスプレイの内側に、ひび割れが発生した。"
7175,"2021年02月20日","秋田県","ＨＰ","三菱","2020/10","5AA-B37W","ｅＫスペースＧ","100 Km","BR06-SM21","エンジン","２０２０年１１月２５日","エンジンをかけてバックにギアを入れるとエンジンが停止する。"
7176,"2021年02月20日","秋田県","ＨＰ","トヨタ","2014/03","DAA-NHP10","アクア","30,100 Km","1NZ-1LM","かじ取り","２０１４年６月頃","パワーステアリングモーターの不良により、ハンドルをわずかに回すとピーピー、ピーピーと異音がする。"
7177,"2021年02月19日","茨城県","ﾌﾘｰﾀﾞｲｱﾙ","スズキ","2016/04","DAA-MK42S","スペーシア","40,000 Km","R06A-WA04A","エンジン","２０２１年１月１１日","始動不良が発生し、整備工場で調べたところ、ヘッドにカーボンが溜まっており、３気筒とも圧縮が無いことが確認された。"
7178,"2021年02月19日","宮城県","ﾌﾘｰﾀﾞｲｱﾙ","スバル","2012/12","DBA-GP7","インプレッサ","96,000 Km","FB20","エンジン","","点検時に、コイルからのオイル漏れと、エンジンのセンサーの配線の不具合が発見された。"
7179,"2021年02月19日","福島県","電話","トヨタ","2011/02","DAA-GWS204","クラウン　ハイブリッド","","2GR-1KM","乗車装置","","交差点で相手車両が信号無視して突っ込んできて衝突し、肋骨を骨折するような大けがを負ったがエアバッグが展開しなかった。"
7180,"2021年02月19日","埼玉県","ﾌﾘｰﾀﾞｲｱﾙ","ボルボ","","DBA-FB4164T","Ｖ６０","","B4164T","動力伝達","２０２１年２月１９日","ＤＣＴの不具合により、ギア入らず追突されそうになった。"
7181,"2021年02月19日","千葉県","ＨＰ","ニッサン","2013/03","DAA-HC26","セレナ","76,000 Km","MR20-SM23","電気装置","購入から以前、不明","オルタネーターから大きな異音が発生した。エンジンルーム内に金属粉が確認され、アイドリングストップランプが点滅した。"
7182,"2021年02月19日","宮崎県","ＨＰ","トヨタ","2020/01","6BA-MXAA54","ＲＡＶ４","","M20A","車枠・車体","雨天時","ルーフレールからの雨漏りにより、雨天時又は洗車時にＡ・Ｃピラーに雨染みが発生した。"
7183,"2021年02月19日","岡山県","ＨＰ","マツダ","2013/09","LDA-KE2FW","ＣＸ－５　ＸＤ　Ｌパッケージ","90,000 Km","SH","エンジン","２０２１年２月８日","エンジン内部のオイルチェーンの破断により、走行中、オイルランプとエンジンランプが交互に点滅し、その直後に速度が低下して自走不可能になった。"
7184,"2021年02月19日","愛知県","ＨＰ","スバル","2008/04","CBA-YA5","エクシーガ","91,000 Km","EJ20","動力伝達","２０２１年２月９日","走行中、ギヤがニュートラル状態になり、アクセルペダルを踏んでも進まなくなる。しばらくして衝撃と共に改善する。停車して様子を見ると、Ｄ表示が消えて、何も表示されておらず、カクカクと振動と共にＤ表示がついたり消えたりした。"
7185,"2021年02月19日","岡山県","ＨＰ","アウディ","2019/06","DBA-8WCYRF","Ａ４セダン","12,000 Km","CYR","制動装置","半年前から","高速道路を８０ｋｍ／ｈくらいで走行中に、前後に車が全くいないにも関わらずアウディプレゼンスが誤作動し、危険を察知したとかで、急ブレーキがかかった。この他、信号待ちでの危険察知機能によるシートベルトの締めつけ。スーパー等の駐車場に止める際の急ブレーキ。一般道路で車間距離を開けているにもかかわらず危険を察知しての急ブレーキなどの不要作動が発生している。"
7186,"2021年02月19日","山形県","ＨＰ","プジョー","2017/03","LDA-T9WBH01","３０８ＳＷ","37,124 Km","BH01","排ｶﾞｽ･騒音","","アドブルータンクより噴射バルブへの送るポンプの不良により、ユリア警告とエンジンチェックランプが点いた。"
7187,"2021年02月19日","兵庫県","ＨＰ","トヨタ","2020/09","6AA-ZWE214W","カローラツーリング","3,711 Km","2ZR-1NM-1MM","かじ取り","２０２１年１月から","運転中にハンドルを右に切ると、ハンドル下あたりから発泡スチロールを擦るような音（キュッキュッ）と異音が鳴る。"
7188,"2021年02月19日","千葉県","ＨＰ","スズキ","2017/02","DBA-HA36S","アルト","57,800 Km","R06A","動力伝達","","トランスミッションオイルの制御圧力系統の不良により、一般道走行中にインパネのトランスミッション系統の異常ランプが点灯した。"
7189,"2021年02月18日","愛知県","ﾌﾘｰﾀﾞｲｱﾙ","ニッサン","2014/12","DBA-T32","エクストレイル","56,000 Km","MR20","動力伝達","２０２１年１月３日","ＣＶＴの不良により、異音や激しい振動が発生し、走り出せなくなった。"
7190,"2021年02月18日","東京都","ﾌﾘｰﾀﾞｲｱﾙ","トヨタ","2015/06","DBA-AGH30W","ヴェルファイア","39,000 Km","2AR","動力伝達","２０２１年２月１６日","ＣＶＴの不良により、エンジンの動力が伝達されなくなり、エンジンが空回りするようになった。"
7191,"2021年02月18日","茨城県","ﾌﾘｰﾀﾞｲｱﾙ","ホンダ","2013/10","DAA-GP5","フィットハイブリッド","198,700 Km","LEB-H1","動力伝達","","積載車（ローダー車）で当該車両を搬送し、目的地でおろすためにローダー車の荷台を降ろし始めたところ、荷台が斜めになったところで当該車両のパーキングロックが外れて車が流れ出し、後部のあおりにぶつかった。"
7192,"2021年02月18日","北海道","ﾌﾘｰﾀﾞｲｱﾙ","メルセデス・ベンツ","2005/05","DBA-219356C","ＣＬＳ３５０","59,000 Km","272","エンジン","","エンジンのバランスシャフトギアが摩耗し、点火時期がずれたため、エンジンチェックランプが点灯した。"
7193,"2021年02月18日","大阪府","ﾌﾘｰﾀﾞｲｱﾙ","ニッサン","2017/03","DAA-GFC27","セレナ","19,400 Km","MR20-SM24","制動装置","","エマージェンシーブレーキ搭載車とされているが、前方に障害物が近づいても警報ひとつならず、自動ブレーキも作動しない。"
7194,"2021年02月18日","大阪府","ﾌﾘｰﾀﾞｲｱﾙ","ホンダ","2018/04","DBA-JF3","Ｎ－ＢＯＸカスタム","","S07B","乗車装置","","運転席座面の側面が裂けて破ける。"
7195,"2021年02月18日","静岡県","ﾌﾘｰﾀﾞｲｱﾙ","ダイハツ","2020/02","5BA-A200S","ロッキー","","1KR","エンジン","","エンジンのかかりが悪いことがあり、始動するのに２秒くらいのタイムラグが生じることがある。"
7196,"2021年02月18日","静岡県","ﾌﾘｰﾀﾞｲｱﾙ","ダイハツ","2020/02","5BA-A200S","ロッキー","","1KR","動力伝達","","チェンジレバーの動きが悪く、ＰレンジからＤレンジに動かす際に入りづらいことがある。"
7197,"2021年02月18日","青森県","ＨＰ","ＢＭＷ","2012/01","DBA-SV16","ミニクーパーＳ","84,907 Km","N18B16A","燃料装置","２０２０年９月６日","高圧燃料ポンプ（ハイプレッシャーポンプ）の不良により、赤信号で停止するため、アクセルペダルから足を離し、フットブレーキをかけてゆっくり停止線まで行った際に突然車体がガタガタと揺れ、エンジンが停止した。"
7198,"2021年02月18日","栃木県","ＨＰ","ニッサン","2014/08","DAA-HC26","セレナ","64,500 Km","MR20-SM23","動力伝達","２０２１年１月２０日","６６０００ｋｍでＣＶＴを丸ごと交換。その後２３０００ｋｍ走ったところでＣＶＴから異音が発生した。"
7199,"2021年02月18日","岩手県","ＨＰ","ジープ","2021/02","3BA-JL20L","ラングラー","500 Km","N","保安灯火","２０２１年２月１６日","高速道路走行中に、ヘッドライト部分に雪が積り、視界がゼロになった。"
7200,"2021年02月18日","広島県","ＨＰ","マツダ","2014/10","LDA-DJ5FS","デミオ","60,000 Km","S5","その他","２年ほど前から","マツダコネクトのディスプレイが故障し、タッチしていないのに、タッチしているような誤動作をする。"
7201,"2021年02月18日","大阪府","ＨＰ","メルセデス・ベンツ","2017/06","LDA-253905C","ＧＬＣ２２０ｄ","60,000 Km","651","かじ取り","購入時より（特に寒冷時）","ハンドルを８～９割切った状態でゆっくり走るとガコガコと前輪部分から大きな振動が出る。"
7202,"2021年02月18日","神奈川県","ＨＰ","ルノー","2018/10","ABA-BBM5P","メガーヌ　Ｒ．Ｓ","","M5P","エンジン","２０２１年１月３１日","高速道路を走行中に　警告音とともにメーターに”Ｅｎｇｉｎｅ　ｆａｉｌｕｒｅ　ｈａｚａｒｄ＂と表示され、同時にアクセルが反応しなくなり、惰性で路肩に流れ着いた。"
7203,"2021年02月18日","東京都","ＨＰ","日野","2020/02","2KG-FD2ABG","レンジャー","62,435 Km","A05C","その他","新車より","２００リットルタンク搭載車で、燃料が少なくなり給油ランプが点灯して給油をすると、１３０リットルくらいしか入らない。"
7204,"2021年02月18日","神奈川県","ＨＰ","トヨタ","2004/10","TA-VZJ120W","ランドクルーザープラド","69,000 Km","5VZ","車枠・車体","２０２０年始め","パールホワイト色塗装の車で、ぶつけてないのにあちこち塗装が剥がれ始めた。"
7205,"2021年02月18日","宮城県","24時間電話","スバル","2016/10","","レガシィアウトバック","41,969 Km","","車枠・車体","２０２１年２月１６日","強風時に、７０ｋｍ／ｈほどで対向車とすれ違ったところ、ボンネットが一段上がった。"
7206,"2021年02月17日","和歌山県","ﾌﾘｰﾀﾞｲｱﾙ","ヤマハ","2020/06","2BJ-SED7J","アクシスＺ","","E31BE","その他","","燃料計の不良により、ガソリンを半分入れたところで満タン表示になった。"
7207,"2021年02月17日","和歌山県","ﾌﾘｰﾀﾞｲｱﾙ","ヤマハ","2020/06","2BJ-SED7J","アクシスＺ","","E31BE","乗車装置","","後席用ステップが車体からはみ出すので、服に引っかかる。"
7208,"2021年02月17日","愛知県","ﾌﾘｰﾀﾞｲｱﾙ","ニッサン","","4AA-B45A","ルークス","","BR06-SM21","乗車装置","新車購入当初から","前席の側面、ダッシュボードの上や運転席側のペットボトル入れに傷があった。後部座席下が錆びていた。"
7209,"2021年02月17日","愛知県","ﾌﾘｰﾀﾞｲｱﾙ","スズキ","2016/04","DAA-MR41S","ハスラー","34,000 Km","R06A-WA04A","動力伝達","","車検の際、トランスファーからオイルが滲んでいるのが確認された。"
7210,"2021年02月17日","愛知県","ﾌﾘｰﾀﾞｲｱﾙ","スズキ","2016/04","DAA-MR41S","ハスラー","34,000 Km","R06A-WA04A","制動装置","","バッテリーの電圧低下で「自動ブレーキ一次機能停止」と表示が出た。"
7211,"2021年02月17日","千葉県","ﾌﾘｰﾀﾞｲｱﾙ","ダイハツ","2017/02","DBA-M900S","トール","30,000 Km","1KR","その他","","ブロアモーターから「キー」という異音が出た。"
