番号,受付日,住所,申告方法,車名,初度登録年月,型式,通称名,総走行距離,原動機型式,不具合装置,発生時期,申告内容
2346,"2022年04月21日","神奈川県","ﾌﾘｰﾀﾞｲｱﾙ","プジョー","2021/06","5BA-P845G06","３００８","","5G06","かじ取り","","高速道路をクルーズコントロールで走行中、インターチェンジの降り口車線の太い白線に反応して不必要にハンドルが左に切られることがある。"
2347,"2022年04月20日","愛知県","ﾌﾘｰﾀﾞｲｱﾙ","スバル","1991/05","5AA-GTE","ＸＶ","","FB20-MA1","かじ取り","","高速道路の追い越し車線を１１０ｋｍ／ｈ位で走行し、走行車線に車線変更をしようとすると、周囲に何も問題がないのに車体が元の車線に押し戻されそうな挙動をし、「ハンドル操作を行ってください、ピピピ―」と警告が出る。この挙動が出ていると車が宙に浮いたかのようなノーコントロール状態になる。"
2348,"2022年04月20日","岐阜県","ﾌﾘｰﾀﾞｲｱﾙ","三菱","2012/03","SKG-BE640G","ふそうローザ","300,000 Km","4P10","エンジン","２０２２年","タイミングチェーンが伸びてエンジン内部が損傷した。"
2349,"2022年04月20日","埼玉県","ﾌﾘｰﾀﾞｲｱﾙ","マツダ","2013/09","-","プレマシー","","","エンジン","２０２２年４月１７日","片側１車線道路を３０ｋｍ／ｈくらいで走行中に突然エンストした。再始動を試したが、すぐ再発する状況で、バッテリー、エンジンの警告が点いていたためレッカーでディーラーに搬送した。ディーラーで確認したところ、エンジンの空気を測るセンサーの一つが悪いため、交換が必要と診断された。"
2350,"2022年04月20日","神奈川県","ﾌﾘｰﾀﾞｲｱﾙ","ヤマハ","","JBK-SG20J","マジェスティ２５０","52,000 Km","G359E","電気装置","","変速モーターシステムに給電しているリレーを接続しているコネクターが腐食し、給電不良を起こしたため、走行中に突然変速しなくなった。"
2351,"2022年04月20日","兵庫県","ＨＰ","スズキ","2009/07","DBA-ZC71S","スイフト","52,804 Km","K12B","走行装置","２０２２年４月９日午後５時半頃","一般道よりスーパーマーケットの駐車場に入ろうと右にハンドルを切ったところ　左前輪タイヤがドライブシャフトから外れ動かなくなった。詳しくは覚えていないが、２３か月前より、停車中にハンドルをいっぱいに切ると、かくかくと言う様な変な音がしていて、おかしいなとは感じていた。"
2352,"2022年04月20日","福岡県","ＨＰ","スズキ","2014/10","DBA-MR31S","ハスラー","30,000 Km","R06A","車枠・車体","２０２２年３月","洗車を行いリアウィンドウを確認すると内側に水滴が付着していた。"
2353,"2022年04月20日","秋田県","ＨＰ","スバル","2011/11","DBA-BR9","レガシィ","86,400 Km","EJ25","制動装置","２０２２年４月から","朝、エンジンかけるときにブレーキペダルが踏みこめない。"
2354,"2022年04月20日","群馬県","ＨＰ","スズキ","2017/09","DAA-MK42S","スペーシア","53,234 Km","R06A-WA04A","動力伝達","","エンジン冷間時の始動直後、シフトレバーをＤレンジ又はＲレンジにするとエンジン回転数が急上昇して急発進をする。"
2355,"2022年04月20日","福岡県","ＨＰ","ニッサン","2014/01","DBA-E12","ノート","77,000 Km","HR12","車枠・車体","２０１６年５月","バックにシフトしたとたんに非常に大きな音と振動が発生した。エンジンルームか床の下付近と感じて車両下確認するが何もなく、エンジン付近と判断した。これが２日間同様に連続して発生した。警告等は出なかった。"
2356,"2022年04月20日","愛知県","ＨＰ","ＢＭＷ","2015/12","DBA-1A16","ＢＭＷ　１１６ｉ","33,000 Km","","保安灯火","２０２２年２月","雨天後に駐車中のヘッドランプを見たら内部がびしょびしょに濡れていた。"
2357,"2022年04月19日","茨城県","ﾌﾘｰﾀﾞｲｱﾙ","トヨタ","2015/01","DBA-NCP141","ポルテ","31,900 Km","1NZ","車枠・車体","半年前","スライドドアのウェザーストリップ部分から雨漏りした水が、パワーウインドウスイッチに垂れてくる。"
2358,"2022年04月19日","神奈川県","ＨＰ","アウディ","2021/02","3CA-8WDEZ","アウディ　Ａ４　３５ＴＤＩ","15,000 Km","DEZ-4413","動力伝達","２０２１年２月末の納車後すぐ。","減速時の変速ショックが大きく、クラッチを急接した時のような衝撃がある。特に３速から２速にシフトチェンジするときは運転者も同乗者も首が動いてしまうほどショックが大きい。"
2359,"2022年04月19日","高知県","ＨＰ","ホンダ","2012/01","DBAｰJF1","Ｎ－ＢＯＸ　Ｃｕｓｔｏｍ","108,552 Km","S07A","保安灯火","２０２２年４月１４日","運転席側の窓をスイッチで下げたら「ガガガ」と音を立てながら窓が下がり、以降スイッチを上下してもモーターは回るが窓が動かなくなった。中身を見たところ、ワイヤーはピンと張っているがモーターから外れたような状態になっておりモーターが空回りを起こしていた。"
2360,"2022年04月19日","兵庫県","ＨＰ","ホンダ","2019/02","DBA-JH1","Ｎ－ＷＧＮ","46,335 Km","S07A","動力伝達","２０２２年４月１７日","走行中にエンジンルームからゴゴゴゴと大きい音がして走行できなくなった。ディーラーで点検したところミッション内部破損ということが分かった。"
2361,"2022年04月19日","大阪府","ＨＰ","ＢＭＷ","2015/05","DBA-1A16","ＢＭＷ　１１８ｉ","47,700 Km","N13B16A","エンジン","２０２２年３月１０日","高速道路を走行中にエンジン警告灯ドライブトレーンが点灯するとともに、エンジンの回転数が上がらなくなりハンドル・車体が激しく振動した。ディーラーで確認したところ、エンジン第３シリンダーの排気弁が欠損していてエンジン全交換が必要と診断された。"
2362,"2022年04月18日","福岡県","ﾌﾘｰﾀﾞｲｱﾙ","ホンダ","2018/08","N-WGN","Ｎ－ＷＧＮ","40,400 Km","S07A","燃料装置","","燃料ポンプの不良により、走行中にエンジンが吹けなくなって停止し、エンストして再始動不能になった。"
2363,"2022年04月18日","千葉県","ﾌﾘｰﾀﾞｲｱﾙ","三菱","","DBA-A05A","ミラージュ","50,000 Km","","エンジン","２０２２年２月頃","エンジンから異音がするようになった。ディーラーで確認したところエンジン交換を提案された。"
2364,"2022年04月18日","大阪府","ﾌﾘｰﾀﾞｲｱﾙ","アウディ","2021/05","3AA-F2DKNS","Ａ７　ＳＢ","","DKN-4413","その他","購入直後から","テレビが起動せず、読み込み画面から全く動かなかったり、黒い画面のままとなる症状が頻発する。ディーラーは実力レベルとのコメントで開き直られている。"
2365,"2022年04月18日","大阪府","ﾌﾘｰﾀﾞｲｱﾙ","アウディ","2021/05","3AA-F2DKNS","Ａ７　ＳＢ","","DKN-4413","その他","購入直後から","ＭＭＩのカーナビにおいて、ルート案内を設定すると、ルートの表示は行うが案内をしないことがある。これにより高速で降り口を過ぎてしまったり、交差点で間違いに気が付き、急ハンドルを切らなければならなくなるなど、危ない目に遭ったこともある。"
2366,"2022年04月18日","大阪府","ﾌﾘｰﾀﾞｲｱﾙ","アウディ","2021/05","3AA-F2DKNS","Ａ７　ＳＢ","","DKN-4413","保安灯火","購入直後から","窓がキーキーと異音がする。ディーラーに毎月のように修理・調整入庫を強いられているが、すぐに再発してしまう。"
2367,"2022年04月18日","大阪府","ﾌﾘｰﾀﾞｲｱﾙ","アウディ","2021/05","3AA-F2DKNS","Ａ７　ＳＢ","","DKN-4413","乗車装置","購入直後から","シートメモリーが正しく機能せず、何回か一回ずれていることがある。"
2368,"2022年04月18日","大阪府","ﾌﾘｰﾀﾞｲｱﾙ","アウディ","2021/05","3AA-F2DKNS","Ａ７　ＳＢ","","DKN-4413","その他","購入直後から","センサーが一部使えない、バルブを交換してください　など警告表示が頻繁に出る。"
2369,"2022年04月18日","大阪府","ﾌﾘｰﾀﾞｲｱﾙ","アウディ","2021/05","3AA-F2DKNS","Ａ７　ＳＢ","","DKN-4413","その他","購入直後から","アウディコネクト（コンシェルジュサービス）が接続できず、使えない。"
2370,"2022年04月18日","山形県","ＨＰ","プジョー","2016/02","ABA-T9WHN02","３０８","150,000 Km","HN02","エンジン","２０２２年４月１７日","走行中エンジン回転が不安定になりエンジンが停止した。停止前警告表示等はなく、スタートボタンを押してもセルは回るが始動せず、何度か始動を試みたところエンジンがブスブスと始動した。安全な場所まで移動するために走行したが加速が鈍く、まともに走行できなかった。その後エンジン回転が不安定ではあるものの走行できるほどに回復した。２年程前から登下坂路走行時やガソリン満タン給油後しばらくの間、回転が不安定になり警告灯の点灯や加速出来ず走行できなくなることが何度かあった。"
2371,"2022年04月18日","大阪府","ＨＰ","ニッサン","2018/07","TKG-SZ2F24","アトラス","23,200 Km","ZD30","乗車装置","２０２０年１１月１８日","走行中に正面衝突の事故に遭い、相手車はエアバッグが開いていたが、自車はエアバッグが開かなかった。"
2372,"2022年04月17日","北海道","ＨＰ","ヤマハ","2016/04","RN39N","ＹＺＦ－Ｒ１","6,000 Km","N527E","燃料装置","２０２２年４月","走行中にガソリンタンクからガソリンが噴き出した。整備工場で確認したところ、ガソリンタンク内のドレンパイプに亀裂が入っており、タンク一式交換となった。"
2373,"2022年04月17日","神奈川県","ＨＰ","スバル","2022/01","3BD-S510J","サンバートラック","17,000 Km","KF","車枠・車体","購入２ヶ月後","運転席上部より雨漏りしたため、販売店で確認したところ、ルーフパネルとドアフレームの継ぎ目から浸水しており、整流板を屋根に装着していたため、その取付脚が継ぎ目のシーラーを押し亀裂が入ったものと診断された。"
2374,"2022年04月17日","奈良県","ＨＰ","マツダ","2016/08","LDA-DK5FW","ＣＸ－３","44,187 Km","S5","乗車装置","２０２２年４月","普段、ほとんど乗らない運転席側の後部座席に乗車しようとしたところ、シートベルトが伸びていて、引っ張るとさらに出てきてそのまま戻らなくなった。ディーラーで確認したところ、シートベルト丸ごとの交換になった。"
2375,"2022年04月17日","茨城県","ＨＰ","ホンダ","2014/04","DBA-JF1","Ｎ－ＢＯＸ","80,000 Km","S07A","エンジン","２０２２年４月９日","点検時にエンジンのチェーンケースからオイル漏れが発見され、チェーンケース、パッキンヘッドカバー、ウォーターポンプの交換になった。"
2376,"2022年04月17日","愛知県","ＨＰ","スズキ","2016/06","DAA-MR41S","ハスラー","50,000 Km","R06A-WA04A","エンジン","２０２１年頃から","停車中にエンジンが停止し警告等が点灯する。停車中やバックに入れた際にエンジン回転数が勝手に上がる。しっかりブレーキを踏んでないと車が動いてしまう。"
2377,"2022年04月17日","神奈川県","ＨＰ","プジョー","2015/11","ABA-T9HN02","３０８","40,000 Km","HN02","エンジン","２０２２年３月","３月　停止中にアイドリングが不安定になったりエンジン停止する。また走行中に時速２０ｋｍ程度しか出せないことがある。タイミングベルトが摩耗しカスがエンジンオイルに混入。エンジンを開けてベルトの交換とフラッシングが必要だと言われた。"
2378,"2022年04月17日","神奈川県","ＨＰ","プジョー","2015/11","ABA-T9HN02","３０８","40,000 Km","HN02","車枠・車体","２０２１年３月","走行中に自動車後方の下部あたりから、カコン、コツンのような金属的な音がする。"
2379,"2022年04月16日","神奈川県","ＨＰ","ニッサン","2015/11","DAA-HFC26","セレナ","53,000 Km","MR20-SM23","動力伝達","最近","ＣＶＴの不良により、発進時にアクセルペダルを踏み２０～４０ｋｍ／ｈなるとノッキングを起こし「ガガガガ」と車体が振動をおこす。"
2380,"2022年04月16日","秋田県","ＨＰ","スズキ","2014/09","DBA-MK32S","スペーシア","35,000 Km","R06A","緩衝装置","２０２２年４月","右フロント部より激しい異音がしたため、整備工場で確認したところ、右前輪コイルスプリングが折損していた。"
2381,"2022年04月16日","兵庫県","ＨＰ","スバル","2013/04","DBA-BRM","レガシィ","54,091 Km","FB25","エンジン","２０２２年４月","車検前点検でオイルコントロールバルブからのオイル漏れによりエンジンハーネスが損傷していると判った。"
2382,"2022年04月16日","三重県","ＨＰ","トヨタ","2012/02","DBA-ANH20W","ヴェルファイア","103,500 Km","2AZ","エンジン","２０２１年１２月","オイル交換に行った先でオイルの急激な減少を指摘された。"
2383,"2022年04月16日","愛知県","ＨＰ","ホンダ","2015/04","DBA-JW5","Ｓ６６０","46,401 Km","S07A","乗車装置","２０２２年２月ごろ","２月ごろエアバック警告灯が点灯したまま。助手席を動かすと折り曲がる配線を交換しました。"
2384,"2022年04月16日","石川県","ＨＰ","ＢＭＷ","2014/06","DBA-3B20","ＢＭＷ　３２０ｉ","72,000 Km","N20B20B","エンジン","２０２１年頃から","アイドリングストップからの復帰で一瞬エンストしたようになり、ギアがパーキングになる。トランスミッションの異常と警告が出る。毎回ではないが、アイドリングストップをオフにしないと頻繁に発生する。"
2385,"2022年04月15日","茨城県","ﾌﾘｰﾀﾞｲｱﾙ","ダイハツ","2009/07","DBA-L175S","ムーヴ","","KF","エンジン","７～８万ｋｍくらいの時から。","エンジンの異音があり、点検してみたところ、エンジンオイルが無くなっていた。"
2386,"2022年04月15日","東京都","ＨＰ","シトロエン","2014/12","ABA-B7875G01","Ｃ４ピカソ","20,098 Km","5G01","エンジン","２０２１年１２月～","走行中にエンジンの振動と吹け上がりが悪くなる。一般道走行中にエンスト。高速道路走行中に振動と出力低下で時速５０ｋｍくらいになる。ディーラーへ申告したところ、コンピュータプログラムのアップデートで様子見になった。"
2387,"2022年04月15日","群馬県","ＨＰ","メルセデス・ベンツ","2012/08","DBA-204248","Ｃ２００ＣＧＩステーションワゴン","49,000 Km","271","エンジン","２０２２年３月１３日","エンジン始動時に異音が発生し、１週間後にはエンジン警告灯が点灯した。整備工場で確認したところ、カムシャフトアジャスターとチェーンの交換が必要と診断された。"
2388,"2022年04月15日","兵庫県","ﾌﾘｰﾀﾞｲｱﾙ","ニッサン","2018/07","ZAA-ZE1","リーフ","80,000 Km","EM57","制動装置","２０２２年","走行中に突然ブレーキペダルが何かで邪魔されたように踏みこめなくなり、惰性状態でなんとか停止した。"
2389,"2022年04月15日","長野県","ﾌﾘｰﾀﾞｲｱﾙ","トヨタ","2015/06","DBA-ZRR85G","エスクァイア","53,600 Km","3ZR","動力伝達","２０２２年４月７日","走行中にマニュアルモードのエンジンブレーキが使えなくなった。その後の走行でメーターパネルにエンジンマーク点滅と、ビックリマーク、ＥＳＣ警告が点灯した。ディーラーへ相談したところ、トルクコンバーター不良によるものと診断され、部品を取り寄せて修理する予定にして、それまでは使用を継続することにしたところ、２日後の走行中にエンジンから異音が生じ、その後、走行不能になった。ディーラーで車両を確認したところトルクコンバーターは完全に故障しているのとともに、内部で破損もしていると判った。"
2390,"2022年04月15日","神奈川県","ﾌﾘｰﾀﾞｲｱﾙ","ハスクバーナモーターサイクルズ","2021/10","401JUJ42","スバルトピレン４０１","","938","エンジン","購入直後から","エンジンがかからない症状が有り、販売店で修理を行い、バイクを受け取った即日に右足付近で大量のエンジンオイル漏れが発生し、発煙した。"
2391,"2022年04月15日","福岡県","ﾌﾘｰﾀﾞｲｱﾙ","スズキ","2009/03","DBA-MH23S","ワゴンＲ","","K6A","その他","","エアコンコンプレッサーのリコール対象として点検を済ませて有る車で、コンプレッサーがロックしており、エバポレーターからガスとオイルが漏れている。"
2392,"2022年04月15日","千葉県","ﾌﾘｰﾀﾞｲｱﾙ","三菱","2019/10","2PG-FBA60","ふそうキャンター","55,100 Km","4P10","保安灯火","","ウインカーを右に出して曲がった後、ハンドルを直進に戻した際にウインカーがキャンセルされない。"
2393,"2022年04月15日","千葉県","ﾌﾘｰﾀﾞｲｱﾙ","三菱","2019/10","2PG-FBA60","ふそうキャンター","55,100 Km","4P10","排ｶﾞｽ･騒音","","アドブルーのゲージが実際の残量に合わせて減らない。"
2394,"2022年04月15日","千葉県","ﾌﾘｰﾀﾞｲｱﾙ","三菱","2019/10","2PG-FBA60","ふそうキャンター","55,100 Km","4P10","エンジン","","エンジンチェックランプが頻繁に点灯する。ディーラーでリセット作業等を行うが、すぐに再発する。"
2395,"2022年04月15日","千葉県","ﾌﾘｰﾀﾞｲｱﾙ","三菱","2019/10","2PG-FBA60","ふそうキャンター","55,100 Km","4P10","制動装置","","ブレーキパッドの残量センサーが誤作動し、パッドが減っていないのにブレーキパッドチェックの警告がついてしまう。"
2396,"2022年04月15日","和歌山県","ＨＰ","スバル","2013/01","DBA-GP7","インプレッサ","66,700 Km","FB20","動力伝達","２年前から","エンジンを始動してもパネルの各種故障ランプが消えなくなった。整備工場でミッションコントロールバルブの交換をした。"
2397,"2022年04月15日","長野県","ＨＰ","スズキ","2014/03","CBA-TDA4W","エスクード","108,155 Km","J24B","エンジン","２０２２年３月８日","ベルトから異音がするため点検するとベルトテンショナーからベルトが外れかかっていた。"
2398,"2022年04月15日","千葉県","ＨＰ","ニッサン","2012/09","DAA-HFC26","セレナ","84,950 Km","MR20-SM23","電気装置","２０２２年４月７日","運転中にカンカンと音が鳴るようになった。エンジンを止めると、エンジンルームからカランと金属音がなり、再度エンジンをかけると警告灯が表示された。エンジンを止め、エンジンルームを確認するとオルタネータのプーリーが外れ、軸も壊れていた。"
2399,"2022年04月14日","大阪府","ＨＰ","トヨタ","2019/07","6BA-MXAA54","ＲＡＶ４","30,000 Km","M20A","制動装置","２０２１年１１月～２０２２年４月　現在","走行後の電動パーキングブレーキが作動した際に異音が出る。"
2400,"2022年04月14日","富山県","ＨＰ","スバル","2014/11","DBA-VAG","ＷＲＸ","56,000 Km","FA20","制動装置","２０２０頃","エンジンを始動しようとする時にブレーキペダルが硬くなる。"
2401,"2022年04月14日","大阪府","ﾌﾘｰﾀﾞｲｱﾙ","ホンダ","","DBA-GB5","ＦＲＥＥＤ","","L15B","その他","２０１８年ごろから","燃料を満タンに給油後、走行をしていると燃料計の残量が増えることがある。走行可能距離表示についても、満タン時の走行距離から減っていかずに動かなくなることがある。"
2402,"2022年04月14日","福岡県","ＨＰ","プジョー","2021/05","ZAA-P21ZK01","ｅ－２０８","5,904 Km","ZK01","電気装置","２０２２年１月","暖房を使用して国道の下り道を５０～６０ｋｍ／ｈで走行中、メーターパネルの警告音とともにモータが突然停止し、惰性走行で止まれる速度域でギアがＰに入りガタガタと音を立てながら完全に停止して電動パーキングブレーキも作動し完全に走行不能になった。再始動してもギアがＰにロックされたままで走行不能のため、レッカーを依頼した。メーターパネルには「電動走行システム故障：　停車し取説を参照ください」と表示が出ていた。ディーラーで確認したところエアコンのコンプレッサーが絶縁不良で走行バッテリーのブレーカーが落ちた。と診断された。"
2403,"2022年04月14日","神奈川県","ﾌﾘｰﾀﾞｲｱﾙ","マツダ","2017/03","LDA-KF2P","ＣＸ－５","32,200 Km","SH","エンジン","２０２２年","エンジンルームを点検した際に、冷却水のリザーバータンクの水量がＬＯＷになっていたため、周囲を点検したところ、エンジンの右側下部に冷却水が漏れて溜まっていた。ディーラーで確認した結果、樹脂製ウォーターバイパスパイプの接着部分からの漏れと判り、金属製のパイプに交換となった。"
2404,"2022年04月14日","高知県","ＨＰ","ニッサン","2016/08","DBA-CWFFWN","ラフェスタ","35,848 Km","PE","乗車装置","２０２２年４月１０日","乗ろうとして、ドアサイドハンドルを引くと、カランと音がして、ハンドルがきかなくなった。"
2405,"2022年04月14日","東京都","ＨＰ","三菱","2015/09","DLA-GG2W","アウトランダーＰＨＥＶ","53,000 Km","4B11-S61-Y61","動力伝達","２０２１年４月６日","車を前進させようとＤレンジに入れるが直ぐにＲレンジに切り替わり実際に後退してしまう。ディーラーでコンピュータのソフトの改修を実施したところ、問題の再発率はかなり下がった。"
2406,"2022年04月14日","神奈川県","電話","トヨタ","2017/07","DAA-ZVW50","プリウス","22,100 Km","2ZR-1NM","その他","","前車追従型クルーズコントロールを使用している際に、前の車に近づいても検知をせずに接近してしまう。"
2407,"2022年04月14日","埼玉県","ﾌﾘｰﾀﾞｲｱﾙ","トヨタ","2014/03","DBA-ANH20W","ヴェルファイア","82,300 Km","2AZ","乗車装置","３年前と現在","ドアロック装置の故障により、開錠操作をすると音だけがしてドアが開かない。"
2408,"2022年04月14日","不明","ﾌﾘｰﾀﾞｲｱﾙ","マツダ","","-","ＭＡＺＤＡ３","","","その他","","純正カーナビゲーションにおいて、低価格の市販のカーナビゲーションでも登録されているような地名、場所名が登録されていないため、名称検索が使い物にならない。"
2409,"2022年04月14日","静岡県","ﾌﾘｰﾀﾞｲｱﾙ","スズキ","2017/10","DAA-MK42S","スペーシア","29,300 Km","R06A-WA04A","動力伝達","","駆動が伝わるまでにタイムラグがあり、エンジン回転が吹け上がってから動力が伝わるため、急発進することがある。"
2410,"2022年04月14日","埼玉県","24時間電話","ホンダ","2021/01","6BA-JF3","Ｎ－ＢＯＸ","","S07B","動力伝達","２０２２年４月１４日１９：３０ごろ","出庫時にエンジン始動、サイドブレーキ解除後にシフトをＤに入れて発信するも、インパネの表示がＲとなっていたためブレーキで停止させた。その後、念のためシフトをＲに入れてインパネ表記もＲであることを確認後バックさせようとアクセルを踏むと前進したため停止の上でエンジンも停止させた。エンジン再起動後は上記事象は解消。なお、上記事象発生時、バック音は鳴らなかった。"
2411,"2022年04月14日","静岡県","ＨＰ","マツダ","2017/01","LDA-KF2P","ＣＸ－５","56,000 Km","SH","乗車装置","２０２２年４月","後部座席の左右シートベルトを使用しようと引き出したら戻らなくなった。これまで後部座席の使用は３回程度であったが、ディーラーに相談したところ、ベルト一式の交換が必要と言われた。"
2412,"2022年04月14日","東京都","ＨＰ","ニッサン","2018/02","DAA-GFC27","セレナ","57,958 Km","MR20-SM24","制動装置","２０２２年４月８日","エンジンをかけた途端に電動パーキングブレーキの故障が表示された。アクチュエーターの交換が必要と言われた。"
2413,"2022年04月14日","長野県","ＨＰ","ホンダ","2013/12","DBA-JH1","Ｎ－ＷＧＮ","36,000 Km","S07A","動力伝達","２０２２年１月","走行中にＣＶＴから異音が発生した。ディーラーで確認したところ、ＣＶＴの交換が必要と見積もられた。"
2414,"2022年04月13日","茨城県","ﾌﾘｰﾀﾞｲｱﾙ","三菱","2016/03","QPG-FS64VZ","ふそうスーパーグレート","200,000 Km","6R10","エンジン","","樹脂製オイルパンに亀裂が生じ、エンジンオイルが漏れた。ディーラーに相談したところ、応急で液体ガスケットを塗布され、後日部品交換を行うことになったが、交換部品は対策品としてアルミ製の部品が供給されることになった。"
2415,"2022年04月13日","愛知県","ＨＰ","ポルシェ","2009/12","ABA-997MA102","９１１","37,000 Km","MA102","燃料装置","２０２０年１１月","給油口から燃料タンクの間のフィラーパイプにひびが出来、燃料がしみ出した。整備工場で確認し、コーキングによる修理を行った。"
2416,"2022年04月13日","岐阜県","ＨＰ","ホンダ","2021/08","8BL-SC83","Ｒｅｂｅｌ　１１００","2,500 Km","SC83E","エンジン","２０２２年４月１０日　ツーリング中","信号待ちから発進する際にエンジンストールした。"
2417,"2022年04月13日","千葉県","ＨＰ","ホンダ","2020/08","6BA-GR5","フィット","10,550 Km","L13B","エンジン","２０２２年３月","停車時、アイドリングストップし、その後再始動せずエンスト状態で立ち往生した。メーターパネルに対処指示が出ていた。"
2418,"2022年04月13日","富山県","ＨＰ","トヨタ","2017/11","DBA-M700A","パッソ","21,752 Km","1KR","動力伝達","２０２２年４月","アクセルペダルを十分に踏んでいるのにも関わらず、ほとんどスピードが出ない。"
2419,"2022年04月13日","千葉県","ＨＰ","ニッサン","2018/02","LDF-VW2E26","ＮＶ３５０キャラバン","52,000 Km","YD25","エンジン","新車納車後から継続して発生","５０００ｋｍ～６０００ｋｍ走行毎（概ね４ヶ月毎）にエンジ冷却水が減少し、サブタンクが空になる、毎度１リットル程補充している。"
2420,"2022年04月13日","千葉県","ＨＰ","メルセデス・ベンツ","2014/08","DBA-156946","ＧＬＡ２５０　４ＭＡＴＩＣ","8,500 Km","270M20","動力伝達","２０２２年４月１１日から連日","Ｄレンジ（ＥＣＯモード）で走行中に突然車のモニターに「後退できません　工場で点検」というメッセージが表示された。Ｄ２とＤ４しか機能しなくなった。"
2421,"2022年04月13日","滋賀県","ＨＰ","ホンダ","2010/02","DBA-RK1","ステップワゴン","90,000 Km","R20A","エンジン","２０２０年１２月","走行中にＰＧＭ－Ｆ１警告灯が点灯した。ディーラーで確認したところ、ＶＴＥＣの作動油圧不足の警告でオイル不足（オイル警告灯は点灯無し）とのことで、オイルを足してもらい警告灯は消灯した。"
2422,"2022年04月12日","福岡県","ﾌﾘｰﾀﾞｲｱﾙ","三菱","2002/12","LE-U62T","ミニキャブ","150,000 Km","3G83","動力伝達","２０２２年４月","４速オートマチックの車両で、ギアをリバースに入れても動力が伝わらない状態になった。"
2423,"2022年04月12日","石川県","ﾌﾘｰﾀﾞｲｱﾙ","スズキ","2021/06","4BA-ZC33S","スイフト","8,000 Km","K14C","排ｶﾞｽ･騒音","新車購入当初から","エンジンを掛けるときなどに、左マフラーからカタカタと異音が出る。マフラーを交換したが直らなかった。ディーラーでは「構造上の異音であり、こういう音がするもの」と診断された。"
2424,"2022年04月12日","栃木県","ＨＰ","フォルクスワーゲン","2014/01","ABA-AUCHH","ゴルフ","52,277 Km","CHH","保安灯火","２０２２年４月９日１７時３０分","一般道路を走行中に右側ドアミラーの鏡面部が脱落して壊れた。ディーラーで確認したところ、接着剤の劣化による剥がれによるものと説明を受け、ミラーガラスの交換になった。"
2425,"2022年04月12日","岡山県","ＨＰ","日野","2019/09","2RG-XZU720M","デュトロ","6,500 Km","N04C","エンジン","新車納車時から","アイドリングストップから再始動時に異音がしている。"
2426,"2022年04月12日","岡山県","ＨＰ","日野","2019/09","2RG-XZU720M","デュトロ","6,500 Km","N04C","エンジン","新車納車時からと数か月前から","６０ｋｍ／ｈ付近でアクセル一定で走行中、ずっとエンジンがしゃくったり、ハンチングをしている。"
2427,"2022年04月12日","岡山県","ＨＰ","日野","2019/09","2RG-XZU720M","デュトロ","6,500 Km","N04C","動力伝達","数か月前から","２週間ほど乗らず、いざ乗ろうとしたときにクラッチブースター不良なのか重い。エンジンがかかれば軽くなる。"
2428,"2022年04月11日","愛媛県","ﾌﾘｰﾀﾞｲｱﾙ","フォルクスワーゲン","2013/10","DBA-AUCPT","ゴルフ","38,800 Km","CPT","保安灯火","２０２２年４月９日","走行中に運転席側ドアミラーの鏡面部分が外れた。"
2429,"2022年04月11日","京都府","電話","メルセデス・ベンツ","2020/12","3DA-205014","Ｃ２２０ｄ","","654","エンジン","２０２２年３月３１日","高速道路で走行中の冷却水の警告灯が点灯し、速度が出なくなった。路肩に止めて確認したところ、クーラントホースが破れ大量の冷却水が漏れていた。ディーラーでクーラントホースを交換したが、数日後に再びクーラントホースが破裂した。"
2430,"2022年04月11日","東京都","ﾌﾘｰﾀﾞｲｱﾙ","アウディ","2020/08","3DA-F3DFGF","Ｑ３","","DFG","その他","","純正カーナビにおいて、ルート案内が無意味に遠回りをしていたり、道路が無いところを案内する。ドライブレコーダーが、車庫から出庫時に車をぶつけてしまったにもかかわらず、全く録画をしていなかった。"
2431,"2022年04月11日","兵庫県","ＨＰ","ポルシェ","2020/12","3BA-992L30","９１１","4,112 Km","DKC","その他","２０２１年３月５日","昼下がりエンジン始動後走行前にインスツルメントパネル内に１．ドライビングライト制御エラー　一時的なステータス走行可能　２．レーンキープアシスト制御中　一時的なステータス走行可能　３．ＡＣＣ使用不可走行可能　要整備」　４、ＰＡＳ制限　取扱説明書をお読みください　の４つの警告表示が一気に表示された。ディーラーに申告したところドライバーアシストシステムＣＵ交換とその交換作業時に配線系統の点検およびバッテリー点検が行われた。"
2432,"2022年04月11日","兵庫県","ＨＰ","ポルシェ","2020/12","3BA-992L30","９１１","4,112 Km","DKC","その他","２０２１年３月５日","エンジン始動後走行中にインスツルメントパネル内に「ＬＣＡ使用不可　要整備」の警告が表示された。ディーラーで確認したところ、ドライバーアシストシステムＣＵ交換とその交換作業時に配線系統の点検およびバッテリー点検が行われた。"
2433,"2022年04月11日","群馬県","ＨＰ","ホンダ","2016/10","DAA-RU3","ＶＥＺＥＬ","47,000 Km","LEB-H1","制動装置","２０２２年４月","電動パーキングブレーキ作動時に異音が発生し、２年半前に修理を行ったが、１６０００ｋｍの使用で再発した。"
