番号,受付日,住所,申告方法,車名,初度登録年月,型式,通称名,総走行距離,原動機型式,不具合装置,発生時期,申告内容
2103,"2025年02月03日","静岡県","ＨＰ","","2020/08","CBA-NF2EK","Ａｂａｒｔｈ　１２４　Ｓｐｉｄｅｒ","60,000 Km","3268","エンジン","２０２４年１２月７日","走行中に異音がして、エンジン回転数が上がらなくなった。ディーラーにてエンジン交換の必要があると言われた。"
2104,"2025年02月03日","愛知県","ＨＰ","プジョー","2020/11","ZAA-P24ZK01","ｅ－２００８","23,076 Km","ZK01","動力伝達","２０２５年２月２日","駐車しようとしたところ、ＲレンジからＰレンジ表示に勝手に変わるようになった。車が進まないため後ろで何か踏んだのかと思い、降りて確認していたところ、Ｐに入っているはずなのに後退しはじめたため急いでドアを開けブレーキをかけて停車させた。"
2105,"2025年02月02日","千葉県","ＨＰ","メルセデス・ベンツ","2024/11","3CA-167133","ＧＬＥ４５０ｄ　４ＭＡＴＩＣ","3,200 Km","656M","保安灯火","２０２４年１２月　新車納車時より","運転席正面のフロントガラスに影状のものがあり、視界を遮っていて運転しずらい。販売店からは防磁ガラスのため、電波通過エリアを設定しているという説明をされた。"
2106,"2025年02月02日","栃木県","ＨＰ","ニッサン","2014/07","DAA-HC26","セレナ","94,500 Km","MR20-SM23","動力伝達","２０１６年","発進時異音がし、自動車がガタガタして進まない。"
2107,"2025年02月02日","神奈川県","ＨＰ","フォルクスワーゲン","2021/02","3BA-C1DKR","Ｔ－ＣＲＯＳＳ","19,369 Km","DKR","燃料装置","２０２５年１月２２日","エンジン始動後、異音が発生し、７～８ｍ走行後、エンジンが停止した。この影響でブレーキがロックされたような状態で車が止まらず、ハンドルをコントロールして自然に停止した。ディーラーで確認した結果、フュエールポンプの故障と診断された。"
2108,"2025年02月02日","群馬県","ＨＰ","トヨタ","2017/09","ZRR80G-CRXEP","エスクァイア","39,000 Km","32R","エンジン","３ヶ月前","走行中、エンジン回転数が上がらずスピードも１０ｋｍ／ｈくらいしか出なくなり、エンジンの警告表示とプリクラッシュセーフティ故障と表示が出た。ディーラーで確認した結果、コンティニュアスリバリアブルバルブリフトコントローラーＡＳＳＹ取替となった。"
2109,"2025年02月02日","福島県","ＨＰ","ホンダ","2017/10","DBA-JH1","Ｎ－ＷＧＮ","77,000 Km","S07A","エンジン","２０２３年１０月","水温計の青いランプが消えないうちに加速すると、４０ｋｍ／ｈから５０ｋｍ／ｈあたりでエンジンが震えだし、エンジンチェックランプが点滅して加速できなくなり、そのまま走るとチェックランプが点灯する。"
2110,"2025年02月01日","岐阜県","ＨＰ","ニッサン","2019/02","DBA-B21A","デイズ　ルークス","","3B20","保安灯火","２０２３年くらいより","ドアミラーを格納すると復帰しない。"
2111,"2025年02月01日","山梨県","ＨＰ","スズキ","2013/02","DBA-HE22S","アルト　ラパン","74,200 Km","K6A","保安灯火","２０２４年１１月","ドアガラスに直接光が当たるとキラキラとした模様が出て視認性が悪くなる。"
2112,"2025年02月01日","愛知県","ＨＰ","ホンダ","2018/12","DAA-GP5","フィットハイブリッド","76,583 Km","LEB-H1","制動装置","２０２５年１月","メーターに警告画面が複数表示され、ブレーキがほとんど効かなくなった。ブレーキペダルを押し込むとドドドと振動した。ディーラーで確認したところ、ブレーキシミュレーターセットの交換となった。"
2113,"2025年02月01日","大阪府","ＨＰ","スバル","2017/10","DBA-VM4","レヴォーグ","24,800 Km","FB16","制動装置","２０２５年１月２９日","ブレーキマスターバックの真空保持不良により、エンジン始動時のブレーキペダル必要踏力が異常に重くなった。"
2114,"2025年02月01日","東京都","ﾌﾘｰﾀﾞｲｱﾙ","トヨタ","2003/05","TA-AZR60G","ノア","200,000 Km","1AZ","制動装置","２０１４年中古購入時から","ハブベアリングの不良で、ブレーキジャダー、振動、鳴きが発生していた。交換したベアリングを確認したところ、横のがたつきはなく回転方向へのがたつきが確認された。"
2115,"2025年02月01日","愛知県","ＨＰ","ホンダ","2020/09","6AA-RP5","ステップワゴンスパーダ","44,000 Km","LFA-H4","走行装置","２０２５年１月","ディーラーでハブボルトを交換後、低速走行時に右前輪から異音が出るようになった。"
2116,"2025年02月01日","東京都","ＨＰ","トヨタ","2003/05","TA-AZR60G","ノア","200,000 Km","1AZ","エンジン","２０１４年　中古購入時から","アイドリングが低回転のまま安定せず、車体が揺れるほどの振動があった。"
2117,"2025年02月01日","静岡県","ＨＰ","ホンダ","2017/06","DBA-GK3","フィット","32,200 Km","L13B","保安灯火","２０２４年８月","助手席側窓ガラスの曇りが発生し、状態が酷くなってきている。また、ＵＶ加工の曇りの他に機械で吸引したような丸い跡がある。"
2118,"2025年01月31日","鳥取県","ﾌﾘｰﾀﾞｲｱﾙ","三菱","","-","ふそうキャンター","100,000 Km","4P10","エンジン","","高規格道路を走行中に異変を感じて、インターを降りたところ、その先でエンジンが止まった。整備工場で調べた結果、インジェクターのつまりと診断された。"
2119,"2025年01月31日","茨城県","ＨＰ","テスラ","2017/05","不明","モデルＳ","83,000 Km","L2S-L2S","緩衝装置","２０２４年８月４日","一般道路を走行中、突然アッパーコントロールアームが破断し、右折左折が困難になり走行不能になった。"
2120,"2025年01月31日","愛知県","ＨＰ","トヨタ","2014/12","DAA-ZWR80G","エスクァイア　ＨＶ　Ｇ","46,500 Km","2ZR-5JM","動力伝達","冬場で週に３日","ＰレンジからＤ、Ｂレンジに切り替えるが走行中にＮレンジに戻る。"
2121,"2025年01月31日","神奈川県","ＨＰ","ニッサン","2013/09","DAA-HFC26","セレナ","98,000 Km","MR20-SM23","エンジン","２０２５年１月","エンジンを始動すると油圧警告灯が点灯し、その後エンストしてしまう。整備工場で診断機では油圧が掛かっていないことが確認され、エンジンの交換を勧められた。"
2122,"2025年01月31日","三重県","ＨＰ","メルセデス・ベンツ","","RBA-205242","Ｃ２００ステーションワゴン","","274","緩衝装置","２０２４年８月","エアサスのベローズからエア漏れして車高がペッタンコになる。"
2123,"2025年01月31日","東京都","ＨＰ","三菱","2018/09","2TG-MS06GP","ふそうエアロエース","275,637 Km","6S10","排ｶﾞｽ･騒音","２０２５年１月１７日","走行中「ＢｌｕｅＴｅｃ異常」のエラーが点灯した。確認したところ、ＡＣＭ／ＥＣＵから現在ダイアグで「２１０Ｄ０４」「２ＤＦ０ＥＥ」「１６１１０４」「０Ｄ０Ｅ０４」「２１０Ｄ１Ｆ」の出力を確認した。"
2124,"2025年01月31日","三重県","ＨＰ","ホンダ","2017/11","DBA-JF3","Ｎ－ＢＯＸ","66,000 Km","S07B","エンジン","２０２５年１月３１日","走行中にチェックランプがすべて点灯しエンジンが停止したため、ブレーキペダルの踏み応えが硬くなり追突寸前で停止した。ディーラーでエンジンのエキゾーストバルブにカーボンが蓄積し失火を起こしているとの説明を受けた。"
2125,"2025年01月31日","大阪府","ﾌﾘｰﾀﾞｲｱﾙ","ホンダ","2020/06","6AA-GB7","ＦＲＥＥＤ","57,000 Km","LEB-H1","動力伝達","２０２５年１月２５日ＡＭ７：３０","登り坂を６０～７０ｋｍ／ｈで走行中、トランスミッション異常の他、いろんな警告が点いた。"
2126,"2025年01月30日","神奈川県","ﾌﾘｰﾀﾞｲｱﾙ","ルノー","2022/06","3BA-BJAH5H","ルーテシア","","H5H","エンジン","","エンジンからオイルが漏れた。ディーラーで確認した結果、ロッカーカバー、クランクシール、各部ガスケット等の交換が必要と診断された。"
2127,"2025年01月30日","神奈川県","ﾌﾘｰﾀﾞｲｱﾙ","ルノー","2022/06","3BA-BJAH5H","ルーテシア","","H5H","電気装置","","新車から２年２か月の使用でバッテリーが上がった。"
2128,"2025年01月30日","愛知県","ﾌﾘｰﾀﾞｲｱﾙ","ニッサン","2014/07","DAA-HFC26","セレナ","70,000 Km","MR20-SM23","動力伝達","","信号待ちから突然車が動かなくなった。ディーラーで確認した結果、ＣＶＴの交換が必要と診断された。"
2129,"2025年01月30日","群馬県","ＨＰ","マツダ","2018/01","DBA-DJ3FS","デミオ","67,500 Km","P3","保安灯火","２０２４年１０月","ウォッシャー液を補充しても、漏れがあるらしく１日足らずでなくなってしまう。"
2130,"2025年01月30日","福岡県","ＨＰ","トヨタ","2020/02","3BA-NRE210H","カローラ　スポーツ","39,500 Km","8NR","車枠・車体","２０２４年９月","ギアを変え、車が揺れた時などにキーキーという異音がする。"
2131,"2025年01月30日","東京都","ＨＰ","トヨタ","2024/12","6AA-ZWR90W","ノア","","2ZR-1VM","乗車装置","常時","シートベルトを外した状態ではバックギアに入らない。"
2132,"2025年01月30日","東京都","ＨＰ","三菱","2019/04","2TG-MS06GP","ふそうエアロエース","244,388 Km","6S10","エンジン","２０２５年１月３０日","３ヵ月点検時、エキゾーストマニホールド取付ボルト緩みを発見した。"
2133,"2025年01月30日","千葉県","ＨＰ","ホンダ","2015/05","DAA-GP5","フィット","124,100 Km","LEB-H1","保安灯火","２０２２年","運転席ドアガラス内側のＵＶコーティングが剥がれ、車内に粉状のキラキラしたコーティングが舞う。車内がコーティングカスまみれで、衣服に着き、呼吸も妨げている。"
2134,"2025年01月30日","新潟県","ＨＰ","ニッサン","2019/03","DAA-GFC27","セレナ","36,000 Km","MR20-SM24","制動装置","２０２４年１２月","駐車して電動パーキングブレーキをかけようとスイッチを引いたところ、ランプが点滅し、パーキングの警告灯も点滅し始めた。それ以降、パーキングブレーキをかけることが不可能になった。"
2135,"2025年01月29日","和歌山県","ﾌﾘｰﾀﾞｲｱﾙ","ホンダ","2016/03","DAA-GM4","ＧＲＡＣＥ","128,600 Km","LEB-H1","保安灯火","１年くらい前から","窓ガラスのＵＶカット膜が剥がれ、曇った状態になった。"
2136,"2025年01月29日","栃木県","ﾌﾘｰﾀﾞｲｱﾙ","マツダ","2015/06","DBA-DJ3FS","デミオ","25,000 Km","P3","保安灯火","","リヤコンビネーションランプに水が浸入し、３ｃｍくらい溜まっている。"
2137,"2025年01月29日","東京都","ﾌﾘｰﾀﾞｲｱﾙ","スズキ","2019/03","DAA-MK53S","スペーシア","50,000 Km","R06A-WA05A","エンジン","２０２５年１月２４日","交差点で右折をした際に、エンジン音がおかしくなり、車が進まなくなった。路肩に停めてエンジンを停止したところ、そのまま再始動不能になったため、レッカー搬送をした。整備工場で確認した結果、クランクプーリーボルトが折れていると判った。"
2138,"2025年01月29日","神奈川県","ﾌﾘｰﾀﾞｲｱﾙ","ＵＤトラックス","2022/07","2PG-CG5CA","クオン","350,000 Km","GH11","エンジン","","走行中にエンジンが吹け上がらなくなった。整備工場で確認した結果、エンジンブローであり、エンジンの交換が必要と診断された。"
2139,"2025年01月29日","佐賀県","ＨＰ","トヨタ","2022/02","5BA-A201A","ライズ","16,700 Km","WA","エンジン","２０２５年１月","停車から発進する時など、アクセル開度に対してエンジン及び変速機の回転と実際の車両速度がシンクロせず不安定でギクシャクした感じになる。自己調査した所、指定オイル０ｗ１６ではなく０ｗ２０等を入れると発生するもので、指定オイルに戻したら治った。購入店舗に確認したところ、納車整備時に０ｗ２０に交換したとの事だった。"
2140,"2025年01月29日","愛知県","ＨＰ","ニッサン","2018/04","DAA-GFC27","セレナ","36,554 Km","MR20-SM24","制動装置","２０２４年１１月","ＡＢＳアクチュエーターの不良でメーターに異常表示が出た。ディーラーで部品交換が必要と判断された。"
2141,"2025年01月29日","東京都","ＨＰ","三菱","2018/02","2TG-MS06GP","ふそうエアロエース","288,722 Km","6S10","制動装置","２０２５年１月１７日","走行中「エンジンブレーキ力低下」のコーションが表示された。ダイアグノーシスを確認したところ、ＭＣＭのＥＣＵから「１Ｂ０００１」のエラーが出力されていた。整備工場でＥＧＲアクチュエーターの交換となり、交換部品を見た所、ガム状の黒い物質がバタフライバルブに付着し、バタフライバルブが動かなくなっていた。"
2142,"2025年01月29日","東京都","ﾌﾘｰﾀﾞｲｱﾙ","三菱","2024/11","2PG-FV80HX","ふそうスーパーグレート","","6R20","制動装置","","アクティブ・サイドガード・アシスト（左折巻き込み防止機能）が問題のない左折であっても作動し、急ブレーキがかかる。"
2143,"2025年01月28日","千葉県","ﾌﾘｰﾀﾞｲｱﾙ","トヨタ","2017/02","DBA-ZN6","８６","83,000 Km","FA20","エンジン","","エンジンのかかりが悪くなったり、ハンチングする症状が出た。その後、エラーマークも点灯したため、整備工場で確認した結果、プラグホールにオイルが漏れていて、漏電、失火が発生していると判った。"
2144,"2025年01月28日","北海道","ﾌﾘｰﾀﾞｲｱﾙ","スバル","2025/01","5BA-LA660F","シフォン","","KF","制動装置","","すべての速度域でブレーキがかかりにくい。"
2145,"2025年01月28日","神奈川県","ﾌﾘｰﾀﾞｲｱﾙ","スズキ","2018/11","DAA-MK53S","スペーシアカスタム","39,300 Km","R06A-WA05A","エンジン","","エンジンのメタル不良で異音が発生している。"
2146,"2025年01月28日","神奈川県","ﾌﾘｰﾀﾞｲｱﾙ","スズキ","2018/11","DAA-MK53S","スペーシアカスタム","","R06A-WA05A","制動装置","","下り坂での減速時、ブレーキが効かずに速度が上がる感覚になることがある。"
2147,"2025年01月28日","東京都","ﾌﾘｰﾀﾞｲｱﾙ","トヨタ","2024/05","6LA-AXAP54","ＲＡＶ４　ＰＨＶ","","A25A-5NM-4NM","制動装置","","衝突被害軽減ブレーキとパーキングサポートブレーキが不要作動する。"
2148,"2025年01月28日","三重県","ＨＰ","プジョー","2019/11","LDA-P84AH01","３００８","53,505 Km","AH01","保安灯火","２０２４年９月上旬","バックランプが不点灯になった。バックランプレンズに水滴が付いていたので取り外して電球を確認したところ電球の端子が錆びついていた。"
2149,"2025年01月28日","東京都","ＨＰ","ＢＭＷ","2018/10","ABA-JX20S","ＢＭＷ　６３０ｉ　グランツーリスモ","63,200 Km","B48B20B","保安灯火","２０２３年、２０２５年","デイライトが半分変色、または点かなくなった。１年半で２回発生した。"
2150,"2025年01月28日","岡山県","ＨＰ","三菱","2014/08","TKG-FEB50","ふそうキャンター","127,200 Km","4P10","エンジン","","一般道路を走行中にエンジン警告灯が点灯する。ギアがあがらないため、速度が出ない。"
2151,"2025年01月28日","茨城県","ＨＰ","ホンダ","2017/01","DAA-GP7","ＳＨＵＴＴＬＥ","170,000 Km","LEB-H1","保安灯火","２０２４年１月","助手席側窓ガラスのＵＶ加工の劣化により、ガラス表面がざらざらとした状態になり白濁し、日光が当たると見えづらくなった。"
2152,"2025年01月28日","静岡県","ＨＰ","スバル","2017/06","DBA-GT7","ＸＶ","51,600 Km","FB20","エンジン","２０２５年１月２８日","一般道でアイドリングストップ後にエンジンが停止した。"
2153,"2025年01月28日","東京都","ＨＰ","三菱","2019/04","2TG-MS06GP","ふそうエアロエース","218,942 Km","6S10","エンジン","２０２５年１月２８日","３ヵ月点検実施時にエキゾーストマニホールドのボルトが２本欠落しているのを発見した。"
2154,"2025年01月27日","不明","ﾌﾘｰﾀﾞｲｱﾙ","ダイハツ","2021/09","5BA-LA650S","タント","","KF","その他","","燃料を満タンの給油し、その翌日にエンジンを始動したところ、燃料計の表示が３目盛り減った状態になっており、さらにその後、１目盛りになり、エンプティランプも点灯した。走行を開始し、信号待ちで表示を見たところ、満タン表示に戻っていた。"
2155,"2025年01月27日","埼玉県","ﾌﾘｰﾀﾞｲｱﾙ","トヨタ","2024/08","6AA-AZSH35","クラウンクロスオーバー","","A25A-3NM-4NM","その他","","ドライバー異常時対応システム（ＥＤＳＳ）の運転者検知の作動が安定せず、「ドライバーが確認できません」というエラーが頻発する。"
2156,"2025年01月27日","東京都","ﾌﾘｰﾀﾞｲｱﾙ","スバル","2024/07","5AA-GUD","インプレッサ","1,900 Km","FB20-MA1","エンジン","","メーターパネルに警告が出て、アイサイトが停止する。ディーラーで調査を繰り返した結果、エンジンの冷却ファンの故障によるものと診断された。"
2157,"2025年01月27日","福島県","ﾌﾘｰﾀﾞｲｱﾙ","トヨタ","2017/01","DBA-AGH30W","ヴェルファイア","76,000 Km","2AR","動力伝達","２０２４年１１月～１２月","ＣＶＴのベアリング不良により、ウイーンとモーターのような異音が出るようになった。"
2158,"2025年01月27日","京都府","ﾌﾘｰﾀﾞｲｱﾙ","ニッサン","2018/06","DAA-HFC27","セレナ","81,200 Km","HR12-EM57","制動装置","","ブレーキペダルを踏んでいるのに、減速をせずにフッと前に出ることがある。"
2159,"2025年01月27日","不明","ﾌﾘｰﾀﾞｲｱﾙ","三菱","2022/09","HBD-DS17V","ミニキャブ","100,000 Km","R06A","保安灯火","","前照灯が点灯しなくなった。ユニット内部を確認したところ、焼けた痕跡があった。"
2160,"2025年01月27日","愛知県","ﾌﾘｰﾀﾞｲｱﾙ","ヤマハ","2024/07","8BL-RN87J","ＭＴ－０７ＳＰ","","N722E","エンジン","","５９ｋｍ／ｈ以上の速度を出すと、エンジンのクーリングファンが回りっぱなしになると共に、エンジンが異常に熱くなり、燃費が極端によくなる。"
2161,"2025年01月27日","兵庫県","ﾌﾘｰﾀﾞｲｱﾙ","スバル","2024/07","4BA-SK5","フォレスター","","CB18","エンジン","","新車半年点検で、エンジンオイルの滲みが発見された。"
2162,"2025年01月27日","山形県","ＨＰ","ニッサン","2015/03","DAA-HY51","フーガ","207,000 Km","VQ35-HM34","動力伝達","２０２５年１月","車検時、トランスミッションからＡＴＦ滲みが発見された。"
2163,"2025年01月27日","東京都","ＨＰ","三菱","2019/09","2TG-MS06GP","ふそうエアロエース","190,355 Km","6S10","排ｶﾞｽ･騒音","２０２５年１月","運行中、尿素エラーランプが点灯した。整備工場で診断をしたところ、ＡＣＭより「１６１１００」「２ＤＦ０ＥＥ」の故障コードが確認でき、ＳＣＲドージングモジュール交換となった。"
2164,"2025年01月26日","滋賀県","ＨＰ","ホンダ","2018/07","DBA-JF3","Ｎ－ＢＯＸ　Ｃｕｓｔｏｍ","48,920 Km","S07B","エンジン","２０２５年１月","加速不良の症状が出て、エンジンチェックランプが点灯した。ディーラーで確認した結果、エキゾーストバルブ等の交換が必要と診断された。"
2165,"2025年01月26日","愛知県","ＨＰ","トヨタ","2017/02","DBA-AGH30W","アルファード","109,000 Km","2AR","車枠・車体","２０２４年１２月２８日","走行中にボンネット先端のメッキ加飾パーツが脱落した。"
2166,"2025年01月26日","千葉県","ＨＰ","トヨタ","2016/10","DBA-NSP141","ポルテ","16,925 Km","2NR","保安灯火","２０２４年１月","助手席側ガラス全面が白濁し、左側が視認出来なくなった。"
2167,"2025年01月26日","茨城県","ＨＰ","ニッサンＭＴ","2022/06","6AA-P15","キックス","19,548 Km","HR12-EM57","保安灯火","２０２４年６月から現在迄","バックモード時にナビゲーション画面表示が真っ黒になりナビゲーション画面による後方確認が度々できなくなる。"
2168,"2025年01月26日","長野県","ＨＰ","カワサキ","2024/09","8BL-ZX400P","Ｎｉｎｊａ　ＺＸ－４Ｒ　ＳＥ","","ZX400PE","エンジン","","信号待ちで止まっている時にアイドリングで回転数が落ち発進しても回転数が上がらない。"
2169,"2025年01月26日","東京都","ＨＰ","トヨタ","2023/10","6AA-ZWR90W","ノア","4,000 Km","2ZR-1VM","電気装置","２０２５年１月","新車購入後約１年、通常の使用（週１回程度の使用）を継続していたが、自宅駐車場内でバッテリーが上がりハイブリッドシステムが起動しなかった。"
2170,"2025年01月26日","岐阜県","ＨＰ","マツダ","2013/08","DBA-KEEFW","ＣＸ－５","84,053 Km","PE","エンジン","２０２５年１月２６日","走行中にアクセルを踏んでもスピードが上がらず、だんだん速度が低下して動かなくなった。整備工場で確認したところ、エアフローメーターの故障と診断された。"
2171,"2025年01月26日","埼玉県","ＨＰ","ＢＭＷ","","LDA-FW20","ＢＭＷ　５２３ｄ","","N47D20C","保安灯火","２０２３年２月","ヘッドライトの結露により、基盤がショートし、不点灯になった。"
2172,"2025年01月26日","山形県","ＨＰ","ニッサン","2015/03","DAA-HY51","フーガ","207,000 Km","VQ35-HM34","その他","２０２４年１２月","圧雪凍結路面の下り坂でシフトをＭＴモードにしてシフトダウンした際、エンジン回転数を合わせるために自動的に回転数が上がるが、ギアが繋がったまま回転数が上がる形になって加速して駆動輪（後輪）が空転した。路面凍結していたためそのまま横滑りし対向車線に飛び出したところで、横滑りの警告灯が点滅して制御が働き体勢を立て直したが、その直後に再び駆動輪が加速して空転して再び対向車線に飛び出した。この間、アクセルもブレーキも踏んでおらず、シフトをＭＴモードからＡＴモードに戻したら症状は出なくなった。"
2173,"2025年01月25日","京都府","ＨＰ","スバル","2017/05","DBA-GT7","インプレッサ","82,300 Km","FB20","エンジン","新車購入時から現在まで","エンジン回転が１５００回転あたりの低回転域で、低速走行をすると、エンジンからカラカラカラと金属音の様な音が鳴り続ける。"
2174,"2025年01月24日","神奈川県","ﾌﾘｰﾀﾞｲｱﾙ","ホンダ","2014/02","DBA-RK5","ステップワゴン　スパーダ","100,900 Km","R20A","保安灯火","","前席左右のガラスが白濁し、視界不良になっている。"
2175,"2025年01月24日","石川県","ﾌﾘｰﾀﾞｲｱﾙ","ニッサン","2013/01","DBA-FNC26","セレナ","120,000 Km","MR20","緩衝装置","２０２５年１月２１日","駐車場で止める際、バックに入れて下がろうとした際、運転席側ロアアームボールジョイントが外れて走行不能になった。"
2176,"2025年01月24日","宮城県","ﾌﾘｰﾀﾞｲｱﾙ","いすゞ","2020/03","2RG-NHS88A","エルフ","90,700 Km","4JZ1","動力伝達","２０２３年９月、１２月、２０２４年４月、","クラッチの故障が何度も発生している。"
2177,"2025年01月24日","東京都","ﾌﾘｰﾀﾞｲｱﾙ","ホンダ","2024/01","6BA-JF5","Ｎ－ＢＯＸ","","S07B","電気装置","","毎日使用し、購入から１年、１万ｋｍの状況において、アイドリングストップが作動しないことが増えてきた。１年点検を受けた際に、バッテリーテストが行われ、テスターや比重で異状は見られないものの、入庫中にバッテリー上りの症状が出たと報告を受けた。"
2178,"2025年01月24日","兵庫県","ﾌﾘｰﾀﾞｲｱﾙ","ＢＭＷ","2012/03","DBA-1A16","ＢＭＷ　１１６ｉ","85,600 Km","N13B16A","保安灯火","","前照灯内部に結露で水が溜まる。"
2179,"2025年01月24日","石川県","ﾌﾘｰﾀﾞｲｱﾙ","三菱","2024/09","3DA-CV1W","デリカ","","4N14","保安灯火","","リヤウインカーレンズが結露で曇る。"
2180,"2025年01月24日","香川県","ＨＰ","トヨタ","2024/06","2DG-GDY231","ダイナ","","1GD","電気装置","２０２５年１月","バッテリー電圧は正常範囲内の車でイグニッションキーをＯＮの位置に回してもメーターパネルが点灯せず、エンジンも始動しない症状が発生した。ヒューズの抜き差しを行ったところ復旧したが、その後に症状が再発し、その際はヒューズボックス付近を叩くことで復帰した。ヒューズ自体の点検は行ったが、切れている物は無かった。"
2181,"2025年01月24日","長野県","ＨＰ","ホンダ","","DAA-GP6","フィット","","LEB-H1","動力伝達","中古で買って割りとすぐ","２速か３速あたりでガーガー、グーグーというような異音がし、不自然に前に出る挙動も発生する。"
2182,"2025年01月24日","北海道","ＨＰ","トヨタ","2016/10","DBA-AGH35W","ヴェルファイア","110,000 Km","2AR","動力伝達","２０２４年１月","走行中にＣＶＴから異音がするようになった。"
2183,"2025年01月24日","青森県","ＨＰ","ルノー","2017/05","ABA-KWH5F","カングー","74,300 Km","H5F","エンジン","２０２５年０１月２４日","走行中にエンジンルームからボンと音がして、チェックインジェクションの警告が表示され、エンジン出力が低下して加速しなくなった。"
2184,"2025年01月24日","大阪府","ＨＰ","日野","2019/03","2KG-KR290J3","日野レインボー","52,645 Km","4HK1","エンジン","２０２５年１月１７日","エンジンがかからなくなった。ディーラーで確認したところロッカーシャフト、ロッカーアームの破損が確認され、エンジンの積み替えが必要となった。"
2185,"2025年01月24日","東京都","ＨＰ","プジョー","2020/12","5BA-P24HN05","２００８","21,641 Km","HN05","燃料装置","２０２４年１２月初旬","車庫から車を出し、一旦エンジンを切った後、再度エンジンをかけても「エンジン故障」が表示され、２分程度でエンジンが止まってしまった。以降はエンジンの始動が出来なくなった。ディーラーで確認したところ低圧燃料ポンプの交換が必要と診断された。"
2186,"2025年01月24日","茨城県","ＨＰ","ホンダ","2023/01","8BK-KF54","ＡＤＶ１６０","13,000 Km","KF54E","エンジン","２０２４年１２月５日","突然エンジン付近より、大きなカラカラ音が発生した。整備工場で確認の結果、オイルポンプドリブンギアの破損と判った。"
2187,"2025年01月24日","富山県","ＨＰ","フォルクスワーゲン","2008/03","ABA-1KBLG","ＶＷゴルフ　１．４／１２５ｋｗ","107,300 Km","BLG","保安灯火","２０２５年１月２４日","走行中に左のミラーのガラスが突然外れて落下した。"
2188,"2025年01月24日","愛知県","ＨＰ","プジョー","2021/02","5BA-P875G06","５００８","20,700 Km","5G06","排ｶﾞｽ･騒音","２０２５年１月２２日","走行中にアドブルーランプ点灯し、排気システム故障の表示が出た。ディーラーで確認の結果、アドブルーポンプ故障と診断された。"
2189,"2025年01月24日","静岡県","ＨＰ","カワサキ","2023/08","8BL-ZX400P","Ｎｉｎｊａ　ＺＸ－４ＲＲ","16,000 Km","ZX400PE","エンジン","２０２３年１０月","発進時や低回転時（４０００回転以下）にアクセルを開けても回転数が上がらずエンジンストール気味になる。"
2190,"2025年01月23日","長野県","ﾌﾘｰﾀﾞｲｱﾙ","スバル","2018/02","DBA-GT7","インプレッサ","190,000 Km","FB20","燃料装置","２０２４年１１月末","燃料噴射装置の不良により、アクセルペダルを踏み込んでも６０ｋｍ／ｈ以上出ない症状や、微細な振動が発生するようになった。"
2191,"2025年01月23日","岩手県","ﾌﾘｰﾀﾞｲｱﾙ","トヨタ","2018/02","DAA-ZVW55","プリウス","54,000 Km","2ZR-1NM-1MM","保安灯火","２０２５年１月発見","テールランプの内側が曇る。"
2192,"2025年01月23日","岐阜県","ﾌﾘｰﾀﾞｲｱﾙ","ホンダ","2018/12","HBD-JJ1","Ｎ－ＶＡＮ","15,700 Km","S07B","エンジン","２０２４年１１月５日","踏切前の交差点でエンストし、すぐに再始動出来なかった。"
2193,"2025年01月23日","沖縄県","ﾌﾘｰﾀﾞｲｱﾙ","ダイハツ","2022/10","5BA-LA150S","ムーヴ","","KF","制動装置","２０２４年１２月","交差点で停止するためにブレーキかけようとしたが、ブレーキペダルが固く踏み込めないような状態になっており、ブレーキが効かなかったため、ハンドル操作で前方の車両を避け、左側ガードレールに衝突して停車した。"
2194,"2025年01月23日","栃木県","ﾌﾘｰﾀﾞｲｱﾙ","マツダ","2015/06","DBA-DJ3FS","デミオ","25,000 Km","P3","保安灯火","","ウォッシャー液を満タンに補給しても翌日に空になるため、点検したところ、ウォッシャーポンプの一部が割れて、液漏れを起こしていた。ディーラーで確認したところ、当該事象が多発して対策品が出来ていると教わった。"
2195,"2025年01月23日","長野県","文書","ニッサン","2017/05","DAA-GFN27","セレナ","118,200 Km","MR20-SM24","動力伝達","","ＣＶＴの不具合により信号待ちで停まっている状態からスタートした際、Ｄレンジに入っているのに、エンジン回転数がレッドゾーン近くになっても全く変速をしない。症状が出るとエンジンチェックランプが点灯し消えない。"
2196,"2025年01月23日","長野県","文書","ニッサン","2017/05","DAA-GFN27","セレナ","118,200 Km","MR20-SM24","制動装置","","高速道路で、プロパイロットを使用して走っていると、前方の車に接近しすぎて警告ブザーが鳴り、身の危険を感じる。"
2197,"2025年01月23日","長野県","ﾌﾘｰﾀﾞｲｱﾙ","スズキ","","DAA-MK53S","スペーシア","28,000 Km","R06A-WA05A","エンジン","","１２か月点検で、ウォーターポンプからの水漏れが発見された。"
2198,"2025年01月23日","岐阜県","ＨＰ","ニッサン","2024/09","6AA-GFC28","セレナ","5,000 Km","HR14-EM57","動力伝達","","朝方や夕方の薄暗い時間にオートライトが反応すると、シフトスイッチやエアコン操作パネルが見えなくなる。"
2199,"2025年01月23日","北海道","ＨＰ","トヨタ","2023/01","3BA-AGH35W","アルファード","22,000 Km","2AR","保安灯火","２０２４年１月","ヘッドランプシステム故障の警告が表示された。ディーラーに点検してもらったところ、内部ＬＥＤユニット異常でヘッドランプユニットＲＨ取替が必要と診断された。"
