番号,受付日,住所,申告方法,車名,初度登録年月,型式,通称名,総走行距離,原動機型式,不具合装置,発生時期,申告内容
641,"2023年01月18日","新潟県","ＨＰ","ホンダ","2012/01","DAA-GP3","フリード　スパイク","105,194 Km","LEA-MF6","保安灯火","","乗車をしようと思ったら、フロントガラスに５０～６０ｃｍほどのヒビが入っていた。"
642,"2023年01月17日","千葉県","24時間電話","ニッサン","2009/10","CBF-VRE25","ＮＶ３５０キャラバン","88,100 Km","QR20","電気装置","","走行中、バッテリー不良で自走が出来なくなった。"
643,"2023年01月17日","群馬県","ＨＰ","日野","2019/07","2PG-FS1AHA","日野プロフィア","226,384 Km","A09C","乗車装置","２０２２年１２月１日","運転席のシートが勝手に上下に動く。整備工場でエア漏れと診断され、サスペンション一式を交換した。"
644,"2023年01月17日","福島県","ﾌﾘｰﾀﾞｲｱﾙ","スズキ","2010/11","CBA-RF91S","キザシ","","J24B","かじ取り","２０２２年１１月ごろ","電動ステアリングロックの不具合により、エンジン始動時にステアリングロックが解除されず、エンジンが始動出来なくなった。"
645,"2023年01月17日","埼玉県","ﾌﾘｰﾀﾞｲｱﾙ","トヨタ","2022/01","6AA-MXPJ10","ヤリスクロス","","M15A-1NM","その他","購入直後から","先行車発進通知が、先行車が前にいるのに通知される。速度制限表示が、自宅の車庫出庫時に１００ｋｍ／ｈ表示されたり、２重に表示されるなど、誤表示する。"
646,"2023年01月17日","東京都","ＨＰ","レクサス","2019/09","DAA-GYL25W","ＲＸ４５０ｈ","10,100 Km","2GR-6JM-2FM","制動装置","","ブレーキペダルを踏むと「ギュッ」「キュッ」という大きい異音がする。"
647,"2023年01月17日","東京都","ＨＰ","ボルボ","2022/12","ZAA-XE400FXCE","ＸＣ４０","","EAD3","その他","２０２２年１２月","新車購入当初から。ナビ画面が運転中に突然真っ暗になったり、ナビが正しい車の位置を指さなくなったりする。"
648,"2023年01月17日","大分県","ﾌﾘｰﾀﾞｲｱﾙ","ニッサン","2014/12","ZAA-AZE0","リーフ","48,800 Km","EM57","制動装置","２０２３年１月","走行中に突然ブレーキが効かなくなった。ディーラーでブレーキアクチュエーターの修理を行ったが、修理後の即日に再発し、コンピューターの調整を行ってもらったが、さらに再発した。"
649,"2023年01月17日","愛知県","ﾌﾘｰﾀﾞｲｱﾙ","フォルクスワーゲン","2013/03","DBA-1KCBZ","ゴルフ","175,000 Km","CBZ","動力伝達","","外１９２４・外１９９８の自動変速機制御コンピュータのリコールについて、車台番号が対象外とされている車で基盤に内部ショートが発生し電源用ヒューズが溶断したことにより、走行不能になった。"
650,"2023年01月17日","愛媛県","ﾌﾘｰﾀﾞｲｱﾙ","スバル","2015/02","DBA-SJG","フォレスター","66,200 Km","FA20","エンジン","２０２２年１２月","走行中にエンストして止まった。ディーラーで確認したところ、センサーバルブのところでオイルが漏れ、配線等をつたってコンピューター等にまでオイルが伝わり、各所が壊れていると診断された。"
651,"2023年01月17日","東京都","ﾌﾘｰﾀﾞｲｱﾙ","メルセデス・ベンツ","2021/06","3DA-118312M","ＣＬＡ２００ｄ","","654","制動装置","","ブレーキホールドが意図せず解除され、車が自然に動き出してしまう事がある。"
652,"2023年01月17日","愛知県","24時間電話","トヨタ","2013/06","DAA-NHP10","アクア","93,018 Km","1NZ-1LM","電動機(モーター)","２０２３年１月１４日","エンジン警告灯とハイブリッドシステム異常の警告表示が出て、警報ブザーが鳴った。"
653,"2023年01月17日","埼玉県","ＨＰ","スズキ","2021/04","3BA-JB64W","ジムニー","7,116 Km","R06A","動力伝達","購入当初から","トランスファーから異音が出る。"
654,"2023年01月16日","静岡県","ﾌﾘｰﾀﾞｲｱﾙ","スズキ","2017/10","DAA-MK42S","スペーシア","","R06A-WA04A","緩衝装置","","ストラットアッパーマウントからコトコトと異音が出る。"
655,"2023年01月16日","大分県","ﾌﾘｰﾀﾞｲｱﾙ","ホンダ","2019/05","DBA-JF3","Ｎ－ＢＯＸ","23,400 Km","S07B","保安灯火","","右後席ガラス上げるときにガタガタするようになった。"
656,"2023年01月16日","宮城県","ＨＰ","ニッサン","2017/03","ZAA-AZE0","リーフ","95,510 Km","EM57","制動装置","２０２３年１月５日ＰＭ５：３０頃","車庫から出そうとした際、車が意図せずに動き出し、止めようとしたがブレーキが効かなかった。"
657,"2023年01月16日","茨城県","ＨＰ","ホンダ","","HA8","アクティ　トラック","","","かじ取り","中古にて購入後","車速に関わらずハンドルの復元力が一切無い。また、切れ角の大小に関わらずハンドルは一切戻ろうとしない。直進走行中は一瞬重たいと感じる部分がある。"
658,"2023年01月16日","東京都","ＨＰ","ジープ","2018/08","ABA-JK36LR","ラングラー　アンリミテッド","60,000 Km","G","車枠・車体","２０２２年８月","運転席、助手席、運転席の後ろの席にて雨漏りが発生した。特に運転席がひどく、フロアシートがぴしょぴしょになった。"
659,"2023年01月16日","埼玉県","ＨＰ","ホンダ","2022/12","8BL-SC54","ＣＢ１３００ＳＦ","1,800 Km","SC54E","緩衝装置","新車納車時から","リヤサスペンションの不具合で、スプリングとダンパーが接触している。"
660,"2023年01月16日","福岡県","ﾌﾘｰﾀﾞｲｱﾙ","スズキ","2014/09","DAA-MH44S","ワゴンＲ","120,000 Km","R06A-WA04A","エンジン","２０２３年１月１６日","オートテンショナーボルトが折れて発電しなくなったため、リチウムバッテリーもダメになって、止まった。"
661,"2023年01月16日","神奈川県","ﾌﾘｰﾀﾞｲｱﾙ","トヨタ","2020/04","5BA-A200A","ライズ","","1KR","緩衝装置","","前輪周りからコトコトと異音が出るようになった。"
662,"2023年01月16日","山梨県","ﾌﾘｰﾀﾞｲｱﾙ","ＵＤトラックス","2019/07","2PG-GK5AAD","クオン","680,000 Km","GH11","エンジン","２０２２年１月","エンジンチェックランプが点灯し、ディーラーで確認を受けたところ、エンジンオイルに燃料が混入し、ビシャビシャの状態になっていると診断された。"
663,"2023年01月15日","千葉県","ＨＰ","メルセデス・ベンツ","2020/11","3DA-118312M","ＣＬＡ２００ｄ","34,372 Km","654","乗車装置","２０２３年１月１０日","駐車場で、施錠していたにも関わらず勝手にトランクが開いてしまっている事例が今回を含めて過去に３度発生した。"
664,"2023年01月15日","沖縄県","ＨＰ","アウディ","2021/06","3AA-GYDLA","アウディ　Ａ３　３０Ｔ","","DLA-4450","その他","２０２２年１１月","ボタンを何も触っていないのに、走行中や停車中に純正ナビの音量が、勝手に上がったり下がったりする動きを繰り返す。"
665,"2023年01月15日","北海道","ＨＰ","スバル","2015/07","DBA-VM4","レヴォーグ","33,289 Km","FB16","エンジン","２０２３年１月","オイルコントロールバルブからオイルの滲みがある。"
666,"2023年01月15日","福岡県","ＨＰ","ニッサン","2016/01","DBA-B21A","デイズルークス","22,900 Km","3B20","走行装置","２０２２年１０月頃","速度が５０ｋｍ／ｈあたりから、ボォーと異音が聞こえる。ディーラーで確認したところ、左前と右後ろのハブベアリングの中のグリスが何らかの原因でなくなり摩擦からの異音であると診断された。"
667,"2023年01月15日","大阪府","ＨＰ","トヨタ","2011/09","DAA-ZVW30","プリウス","370,000 Km","2ZR-3JM","その他","１２月の寒い時期","２週間ぶりにエンジンをかけたところ、始動はしたがメーターパネルがつかなくなっていた（パネルは真っ暗）。走り出してしばらくすると点灯するが、それまでの間はトランクが開かない。"
668,"2023年01月15日","福岡県","ＨＰ","ニッサン","2016/01","DBA-B21A","デイズルークス","22,900 Km","3B20","乗車装置","２０２２年１月頃","メーターパネルにエアバッグ警告灯が点灯して消えなくなった。ディーラーで確認の結果、センサーエアバッグＣ／Ｕコンピューターが悪いと診断され、センサー＆ユニットを交換した。"
669,"2023年01月15日","宮城県","ＨＰ","トヨタ","2002/11","LA-RZN215W","ハイラックスサーフ","200,000 Km","3RZ","エンジン","２０２２年１１月頃から時々おきる","鍵を抜くとイモビライザーが消灯し、鍵を差すとイモビライザーが点灯しエンジンがかからない。"
670,"2023年01月15日","愛知県","ＨＰ","シトロエン","2017/12","LDA-B78AH01","Ｃ４ピカソ","33,573 Km","AH01","排ｶﾞｽ･騒音","２０２２年１１月２９日","走行中にアドブルー警告灯が点灯し、その後エンジンチェックランプも点灯して残り１１００ｋｍで走行できなくなる旨表示された。ディーラーでリザーバータンクユニット一式の交換が必要と診断された。"
671,"2023年01月15日","岩手県","ＨＰ","マツダ","2019/09","LDA-DJ5FS","ＭＡＺＤＡ２","60,000 Km","S5","かじ取り","２０２３年１月１５日","時速６０ｋｍで走行中、緩いカーブが終わりかけのとき、ステアリングがスムーズに戻らない。"
672,"2023年01月15日","岡山県","ＨＰ","ＢＭＷ","2019/07","2BL-R12MA","ＢＭＷ　Ｒ１２５０　ＧＳ","21,206 Km","A74B12M","制動装置","２０２２年１２月２５日","３週間ほど動かしていなかったバイクを動かしたところ、前ホイールに液体が垂れていることに気づく。確認したところ、前輪右側ブレーキキャリパからブレーキフルードが漏れていた。"
673,"2023年01月14日","熊本県","ＨＰ","プジョー","2017/03","LDA-T9BH01","３０８","39,000 Km","BH01","排ｶﾞｽ･騒音","２０２２年１１月２６日","アドブルーおよびエンジン警告灯点灯・警告音が発生した。ディーラーで確認の結果アドブルータンクの交換を行った。"
674,"2023年01月14日","熊本県","ＨＰ","ダイハツ","2015/01","EBD-S510P","ハイゼットトラック","27,520 Km","KF","走行装置","２０２３年１月","リヤアクスルシャフトのオイルシールが劣化し、デフオイルが漏れた。"
675,"2023年01月14日","秋田県","ＨＰ","マツダ","2013/10","LDA-KE2FW","ＣＸ－５","250,253 Km","SH","エンジン","１２月下旬","渋滞でノロノロ運転中にヒーターが効かなくなってしまった。ディーラーで確認したところ、ヘッドガスケット抜けによるクーラント減少と診断された。"
676,"2023年01月14日","福井県","ＨＰ","ホンダ","2022/03","6AA-RV5","ＶＥＺＥＬ","5,000 Km","LEC-H5","保安灯火","納車から半年以降","解錠しても左ドアミラーが開かない。初期は手元のスイッチでドアミラーを閉じて開くと動いたが、その後、何回操作をしても開かなくなり、手で開いたところ、その後は施錠しても戻らなくなった。"
677,"2023年01月14日","茨城県","ＨＰ","ニッサン","2017/05","DAA-GC27","セレナ","60,219 Km","MR20-SM24","燃料装置","２０２２年１２月","エンジンが異常に振動しエンジンチェックランプとアイドリングストップランプが点滅した。ディーラーでインジェクターの異常と診断され、四気筒分交換をした。"
678,"2023年01月14日","福岡県","ＨＰ","プジョー","2015/11","ABA-T9WHN02","３０８","60,600 Km","HN02","エンジン","２０２１年３月","エンジン警告灯が点灯した。ディーラーで確認の結果、タイミングベルトの摩耗によりカスがオイルのなかに入り、エンジン内での詰まりが発生したものと診断された。"
679,"2023年01月14日","福岡県","ＨＰ","プジョー","2015/11","ABA-T9WHN02","３０８","60,600 Km","HN02","エンジン","２０２２年１２月","高速道路走行時、突然減速した。メーターパネルに警告表示及び警告音が鳴った。"
680,"2023年01月14日","北海道","ＨＰ","ダイハツ","2006/06","ABA-M312S","ブーン","172,300 Km","KJ","車枠・車体","２０２３年１月１０日","ルーフパネルのサービスキャンペーンについて修理をすませた車両で雨漏りし、電気系がショートしたため、ＡＢＳ警告灯が点灯して、ＡＢＳが作動しなくなった。"
681,"2023年01月13日","山形県","ＨＰ","ニッサン","2014/07","DAA-HFC26","セレナ","67,700 Km","MR20-SM23","電気装置","２０２２年１０月頃","オルタネータから異音が発生した。"
682,"2023年01月13日","兵庫県","ＨＰ","スバル","2017/06","DBA-GT2","インプレッサ","40,000 Km","FB16","動力伝達","２０２２年１１月２０日１７：５０","高速道路を走行中　何の警告音もなく　衝撃音とともに　突然車が急停車した。ディーラーでＣＶＴ故障と診断された。"
683,"2023年01月13日","兵庫県","ＨＰ","スバル","2017/06","DBA-GT2","インプレッサ","40,000 Km","FB16","動力伝達","２０２２年１１月２０日","整備工場で右のドライブシャフト付近で音がしていると診断された。"
684,"2023年01月13日","愛知県","ＨＰ","マツダ","2015/04","LDA-DJ5AS","デミオ","65,700 Km","S5","その他","２０２２年１２月","マツダコネクトの誤作動で常にゴーストタッチが発生している。"
685,"2023年01月13日","埼玉県","ﾌﾘｰﾀﾞｲｱﾙ","メルセデス・ベンツ","","E-140076","Ｓ６００","97,000 Km","","電気装置","","エンジンルーム内のメインハーネスの被覆がボロボロになっており、ＡＳＲ警告が点灯してエンジンが吹けなくなっている。"
686,"2023年01月13日","鳥取県","ＨＰ","マツダ","2022/03","3DA-DM8P","ＣＸ－３０","7,500 Km","S8","車枠・車体","２０２２年１０月頃","走行中に段差を通過するとセンターコンソールから異音が生じる。"
687,"2023年01月13日","岐阜県","ﾌﾘｰﾀﾞｲｱﾙ","三菱","2017/03","TPG-FBA30","ふそうキャンター","76,500 Km","4P10","エンジン","２０２２年１２月２３日","交差点を左折しようとした際にエンジンチェックの赤ランプが点灯するとともにエンジンが止まった。ディーラーに入庫し、燃料ポンプ不良との診断で交換修理したが、修理後にもまたエンジンが止まった。再度ディーラーで検査したところ、燃料のバルブ、インジェクター等の部品を全て交換が必要と診断された。"
688,"2023年01月13日","愛知県","ﾌﾘｰﾀﾞｲｱﾙ","マツダ","2016/07","LDA-KE2FW","ＣＸ－５","100,000 Km","SH","エンジン","２０２３年","ウォーターパイプ樹脂部分に亀裂が生じ、冷却水が漏れた。"
689,"2023年01月13日","愛知県","ＨＰ","カワサキ","2022/06","2BK-ZX250E","Ｎｉｎｊａ　ＺＸ－２５Ｒ","1,255 Km","ZX250EE","エンジン","２０２２年１１月と２０２３年１月","ウォーターポンプから液漏れした。"
690,"2023年01月13日","三重県","ＨＰ","アウディ","2021/07","3AA-GYDLA","アウディ　Ａ３　３０Ｔ","","DLA-4450","保安灯火","２０２３年１月７日","バックモニターの映像が遅延していたため、バック時に映像ではまだ距離があったのにぶつかった。"
691,"2023年01月13日","京都府","ＨＰ","ニッサン","2017/07","DAA-GFC27","セレナ","33,000 Km","MR20-SM24","燃料装置","２０２３年１月","信号待ちで、いつもより車体の揺れが大きい事に気が付いた。その後、エンジンチェックランプ点灯、アイドリングストップシステム異常のコメントが表示された。一度、エンジン停止後、再スタートを試みると長時間のクランキング後やっとかかるがアイドリング不調だった。ディーラーで確認した結果、インジェクターの開度が開いたままになっていると診断されインジェクターの交換修理になった。"
692,"2023年01月13日","埼玉県","ＨＰ","トヨタ","2019/01","DAA-ZWR80G","ノア","75,000 Km","2ZR-5JM","かじ取り","２０２３年１月１５日","高速道路走行中にタイロットエンドの部品が外れた。"
693,"2023年01月13日","熊本県","ＨＰ","ホンダ","2022/01","2BK-MD47","ＣＲＦ２５０Ｌ〈ｓ〉","","MD47E","エンジン","新車購入で直ぐ（冬季）","コーナー手前で減速しコーナリング最中に突然エンストした。クラッチを握りスターターを回すと直ぐにエンジンはかかった。また信号で停止する際、進行しながらクラッチを操作しギアをシフトダウンするとよくエンジンが停止する。"
694,"2023年01月13日","広島県","ＨＰ","スバル","2002/06","TA-RA1","プレオ","70,588 Km","EN07","エンジン","２０２２年１月３０日","バイパスを走行中、エンジンが停止し、走行不能になった。"
695,"2023年01月13日","埼玉県","ﾌﾘｰﾀﾞｲｱﾙ","その他","2022/09","-","クラッツィオ　フロアマット","","","装置その他","２０２２年１２月２６日","イレブンインターナショナル製のフロアマット「クラッツィオ」において、車側のカーペットに固定するフック部に金属の針が使われており、車室内を掃除中にその針が破損したようで、その後に針を踏んでしまい負傷した。"
696,"2023年01月12日","三重県","ＨＰ","ニッサン","2022/11","6AA-FE13","ノート　オーラ","120 Km","HR12-EM47","動力伝達","２０２２年１２月１３日","キーは助手席の乗員が所持した状態で、忘れ物を取りに助手席乗員が車外へ出た際、車のキーが車から離れた事を検知しアラームが鳴ったが、この途端にアクセルペダルを踏んでいないのに車が急発進して壁に衝突し車が大破した。ＥＤＲを調べた結果、アクセルペダルを踏んでいたデータが出たと報告があった。"
697,"2023年01月12日","長野県","ﾌﾘｰﾀﾞｲｱﾙ","ニッサン","2016/10","DAA-GC27","セレナ","79,600 Km","MR20-SM24","保安灯火","","左右両方のテールランプ取り付け部（ボルト取り付け穴付近）がヒビ割れてきている。"
698,"2023年01月12日","神奈川県","ＨＰ","マツダ","2019/12","3AA-BPEP","ＭＡＺＤＡ３","33,000 Km","HF-MK","エンジン","２０２２年１月５日","アンダーカバーから冷却水が垂れかかっており、アンダーカバーを取り外して確認した結果、冷却水のリザーバータンクからラジエターサイドタンクを接続するホースに亀裂があり水漏れを起こしていた。低温時は漏れてこないが、高温で冷却系統に圧力がかかった際に、亀裂から霧状に噴射される。"
699,"2023年01月12日","神奈川県","ＨＰ","マツダ","2019/12","3AA-BPEP","ＭＡＺＤＡ３","33,000 Km","HF-MK","制動装置","２０２２年１２月","。右前のタイヤからタイヤの回転に合わせて「シュー・・・シュー」と擦れるような音がする。"
700,"2023年01月12日","愛媛県","ＨＰ","三菱","2015/09","TPG-FBA00","ふそうキャンター","477,423 Km","4P10","エンジン","２０２１年１２月９日","「エンジン警告ランプ」と「オイル警告ランプ」か点灯したため、停止して点検すると、エンジンがオイルまみれになっていたため、レッカー車を手配した。"
701,"2023年01月12日","長崎県","ＨＰ","ダイハツ","2018/08","DBA-M900S","トール","25,000 Km","1KR","車枠・車体","２０２２年１月１１日","４０ｋｍ／ｈ前後で一般道を走行中、突然バーンと大きな音がして、まもなく車がガタガタと揺れだしたので停車。調べると、右後輪がパンクしており、ホイールハウス内部のカバーが外れてブラブラとしていた。カバーを止めるネジは３個外れており、念のために調べると左のホイルハウスのカバーのネジも１個が外れていた。"
702,"2023年01月12日","神奈川県","ＨＰ","ポルシェ","2004/07","-99603-","９１１カレラ","58,201 Km","M9603","エンジン","","エンジンを動かしている間、ずっとカンカンカンと打音がする上、エンジンオイルが燃えている臭いがする。左のマフラーだけ黒いすすまみれになってる。整備工場でエンジンのシリンダー内部が削れていると診断された。"
703,"2023年01月12日","北海道","ＨＰ","フォルクスワーゲン","2017/04","ABA-AUCJSF","ゴルフオールトラック１．８／１３２ｋＷ","41,500 Km","CJS","保安灯火","２０２２年１２月２８日午後６時頃","一般道を走行して左折してすぐ、運転席の右側で軽くガタッと音がした。すると、運転席の右側のミラーの鏡の部分だけが自然脱落した。"
704,"2023年01月12日","山口県","ＨＰ","ホンダ","2013/11","DAA-GP5","フィット","177,000 Km","LEB-H1","動力伝達","２０２２年１２月３１日","一般道を走行中にトランスミッション高温表示で走行不能になった。"
705,"2023年01月12日","東京都","ＨＰ","ホンダ","2021/10","6AA-RV5","ＶＥＺＥＬ","6,000 Km","LEC-H5","電気装置","２０２３年１月１２日","１日乗らないだけでバッテリーが上がる。"
706,"2023年01月12日","北海道","ＨＰ","スズキ","2016/11","DAA-MR41S","ハスラー","23,000 Km","R06A-WA04A","緩衝装置","２０２２年５月、２０２３年１月","走行中に前輪から異音がし、ディーラーに見てもらったら、フロントコイルスプリングが折れていた。"
707,"2023年01月11日","東京都","ＨＰ","ＢＭＷ","2011/04","DBA-FP25","ＢＭＷ　５２３ｉ","97,000 Km","N52B25A","エンジン","２０２２年１２月","車両にドライブトレーン異常のメッセージが表示され、２０ｋｍ／ｈ以上のスピードがでなくなり、更には不動となった。車両テストにおいてＶＶＴモーターの短絡異常コードが検出されたが結果としてはＤＭＥ（エンジンコンピュータ）内部のＲＯＭの障害であることがわかった。"
708,"2023年01月11日","北海道","ﾌﾘｰﾀﾞｲｱﾙ","スズキ","","","ハスラー","","","エンジン","２０２３年１月１１日","警告灯が点灯した。始動不良になった。"
709,"2023年01月11日","茨城県","ﾌﾘｰﾀﾞｲｱﾙ","スズキ","2019/01","HBD-DA17V","エブリイ","50,000 Km","R06A","動力伝達","購入間もなくのころから","ギアの入りが悪く、１速、２速、バックが特に入らない。"
710,"2023年01月11日","広島県","ﾌﾘｰﾀﾞｲｱﾙ","ダイハツ","2010/06","DBA-L375S","タント","155,000 Km","KF","乗車装置","２０２２年１０月～１１月ごろ","車室内にキーリモコンが有る状態で運転席ドアを閉めたところ、ドアロックの不要作動でキーを閉じ込めた。"
711,"2023年01月11日","静岡県","ﾌﾘｰﾀﾞｲｱﾙ","ニッサン","2016/12","DAA-GFC27","セレナ","72,000 Km","MR20-SM24","エンジン","２０２３年１月４日","エンジンチェックランプが点灯した。ディーラーで確認の結果、トルクコンバーターの不良と診断された。"
712,"2023年01月11日","静岡県","ＨＰ","スバル","2017/02","DBA-VM4","レヴォーグ","49,542 Km","FB16","緩衝装置","３年前と２０２２年１２月","２０１７年から２０２２年の間にフロント、リア左右のショックアブソーバーの交換修理を行った。"
713,"2023年01月11日","大阪府","ＨＰ","スバル","2018/05","DBA-GK3","インプレッサＧ４","20,700 Km","FB16","動力伝達","","夜間走行で照明ＯＮしても、シフト位置のＬＥＤが点灯しなくなっていた。"
714,"2023年01月11日","広島県","ＨＰ","ニッサン","2014/08","DAA-HC26","セレナ","89,792 Km","MR20-SM23","動力伝達","２０２２年１月３日","高速道路走行中スピードが上がらなくなった。ディーラーで油圧ソレノイド不良によるスチールベルトの滑りと診断され、ＣＶＴ内部ぶ鉄粉回り込んでいるため、ＣＶＴの交換が必要と診断された。"
715,"2023年01月11日","長野県","ＨＰ","不明","2018/09","不明","１６輪セルフステア付トレーラー","","","かじ取り","２０２２年８月頃","タイヤの舵を切る部分（ギア）が摩耗してギア同士のクリアランスが大きくなることによってタイヤにがたが生じ、ブレーキを掛けると異常な振動が起きる。"
716,"2023年01月11日","愛知県","ＨＰ","ニッサン","2022/10","6AA-FE13","ノート　オーラ","1,034 Km","HR12-EM47","制動装置","２０２３年１月５日","駐車場で止まろうとして駐車位置まで行った際にアクセルペダルを踏んでいないのに車が止まらず、そのまま進んで前方の駐車車両に衝突した。急発進、衝突回避の機能は作動しなかった。"
717,"2023年01月11日","大阪府","ＨＰ","トヨタ","2009/01","DBA-ANH20W","アルファード","105,000 Km","2AZ","車枠・車体","２０２２年１０月","ルーフ（運転席上部）の塗装が未走行でも徐々に剥がれる。気づいた時は１ｃｍ程度だったが２か月で１０ｃｍまで広がり、更に進行している。"
718,"2023年01月10日","栃木県","ﾌﾘｰﾀﾞｲｱﾙ","ニッサン","","DBA-L33","ティアナ","75,000 Km","QR25","動力伝達","","シフトをスポーツモードにして走行していた際に突然シフトがＤレンジになり、変速操作が出来なくなった。"
719,"2023年01月10日","愛知県","ﾌﾘｰﾀﾞｲｱﾙ","ホンダ","2013/10","DBA-GK3","フィット","140,400 Km","L13B","エンジン","２０２３年","信号待ちでアイドリングストップ後、発進しようとした際に自動で再始動しない症状が３回発生した。"
720,"2023年01月10日","愛知県","ﾌﾘｰﾀﾞｲｱﾙ","ホンダ","2013/10","DBA-GK3","フィット","140,400 Km","L13B","エンジン","２０２２年１２月くらいから","運転中にスマートキーの警告灯が点灯する。走行は可能であるが、エンジン切るまでランプは消えない。"
721,"2023年01月10日","静岡県","ﾌﾘｰﾀﾞｲｱﾙ","マツダ","2015/04","LDA-DK5AW","ＣＸ－３","121,800 Km","S5","保安灯火","","前照灯レンズの内側に結露による水滴が出来ている。"
722,"2023年01月10日","北海道","ＨＰ","フォルクスワーゲン","2014/12","DBA-AUCHP","ゴルフバリアント","64,000 Km","CHP","制動装置","２０２２年１１月","左右のリアブレーキホースのキャリパー側の鉸め部分に錆が発生し、鉸め部分をカバーしているゴムが割れている。"
723,"2023年01月10日","大阪府","ＨＰ","その他","2022/10","2021","Ａｉｏｏｎ","3,574 Km","","車枠・車体","２０２３年１月９日","極低速（約１－２Ｋｍ／ｈ）で車道から歩道への１－２ｃｍ程度の段差を超えて店舗駐車場に入ろうとしたところ、本体フレームが破断して二つ折れになり、走行不可となった"
724,"2023年01月10日","静岡県","ＨＰ","ホンダ","2015/07","DBA-JF1","Ｎ－ＢＯＸ","43,648 Km","S07A","エンジン","","エンジンスタートボタンを押してもエンジンがかからないことがある。アイドリングストップからの発進時にアクセルペダルを踏んでもエンジンがかからず、シフトレバーをＰにするように警告が出て、シフトレバーを操作後、再始動のためにスタートボタンをおしてもすぐにかからないことがある。ディーラーで診断した結果、スターターモーターの交換が見積もられた。"
725,"2023年01月10日","長野県","ＨＰ","マツダ","2015/03","LDA-DJ5FS","デミオ","55,700 Km","S5","乗車装置","２０２３年１月","後部座席に人が乗るのは年に２回程度だが、乗って左後部のシートベルトを引っ張ると、伸びたまま戻らなくなった。仕方無く右後部座席に乗ろうとしたが、今度はシートベルトが全く動かず、使用出来なかった。"
726,"2023年01月09日","埼玉県","ＨＰ","ボルボ","2017/11","LDA-MD4204T","Ｖ４０　Ｄ４","32,050 Km","D4204T","エンジン","２０２２年１１月２０日、１２月４日","アイドリングストップで停止するとエンジンが始動せず、スタートボタン押すも始動に数分かかる。"
727,"2023年01月09日","北海道","ＨＰ","ホンダ","2014/01","DBA-RC2","オデッセイ","69,900 Km","K24W","エンジン","２０２２年１０月","２０２２年７月３１日にエンジンオイルを交換した車で、１０月１０日に点検を受けたところエンジンオイルがゲージの下限を大きく下回っているとの指摘を受けた。"
728,"2023年01月09日","千葉県","ＨＰ","ニッサン","2020/02","DAA-GFC27","セレナ","21,700 Km","MR20SM24","制動装置","２０２１年１０月","高速道路を走行中に障害物に接触しましたとランプと警告音が出て緊急停止した。"
729,"2023年01月09日","宮城県","ＨＰ","スズキ","2021/11","4AA-MH55S","ワゴンＲスティングレー","","R06A-WA05A","制動装置","新車購入から","走行中、メーターパネルに自動ブレーキの警告表示と警告音が、連続に発生した。前方に車両が無い状況での走行中に突然ブレーキが作動し、速度が低速になった。"
730,"2023年01月09日","滋賀県","ＨＰ","フォルクスワーゲン","2016/03","DBA-6RCJZ","ポロ","29,272 Km","CJZ","動力伝達","","エンジンをかけて数ｍ動いた時に「ｅｒｒｏｒ／Ｓｅｒｖｉｃｅ　ｖｅｈｉｃｌｅ．Ｏｎｌｙ　ｌｅａｖｅ　ｖｅｈｉｃｌｅ　ｉｎ　Ｐ　ｐｏｓｉｔｉｏｎ．」のエラーが出る。ディーラーでシフトレバーがＰ位置に入っていることを検出するマイクロスイッチの不良と診断された。"
731,"2023年01月09日","大阪府","ＨＰ","プジョー","2020/08","P84AH01","３００８","25,000 Km","AH01","排ｶﾞｽ･騒音","１月初旬","１月初旬　走行中にエンジン故障、排気システム故障、アドブルー警告が表示された。ディーラーで診断した結果、尿素モジュールの交換が必要と診断された。"
732,"2023年01月09日","愛知県","ＨＰ","いすゞ","2018/08","QKG-EXD528D","ギガ","186,120 Km","6WG1","エンジン","２０２３年１月９日　０３：３０","走行中、水漏れ警告が出て停車したらラジエーター液が道路に漏れ広がっていた。"
733,"2023年01月09日","山梨県","ＨＰ","三菱","2018/09","DBA-B11W","ｅＫワゴン","111,920 Km","3B20","電気装置","２０２２年１２月","下り坂を走行中にアイドリングストップランプとバッテリー充電ランプ（アシストバッテリーインジゲーター）が突然に消灯し、点灯しなくなった。"
734,"2023年01月09日","千葉県","ＨＰ","ニッサン","2020/02","DAA-GFC27","セレナ","21,700 Km","MR20SM24","エンジン","２０２３年１月２日","エンジンが起動せず、メーターパネルにヘッドランプシステム異常、システムが故障しているため使用できません、キーシステム故障、シャシー制御システム故障等の警告表示が出る。車内側から後部座席自動ドアが開かず警告音が鳴った。"
735,"2023年01月09日","山梨県","ＨＰ","三菱","2018/09","DBA-B11W","ｅＫワゴン","65,120 Km","3B20","緩衝装置","２０２１年３月","一般道路を走行中、突如、曲がる際にフロントの下廻りから異音（キュキュ音）が発生した。"
736,"2023年01月09日","長野県","ＨＰ","ニッサン","2015/08","DAA-HC26","セレナ","88,000 Km","MR20-SM23","電気装置","２０２３年１月","エンジンルーム内から異音した後、信号待ちで停止中、突如エンジンが切れてしまい、道路上で立ち往生してしまった。ディーラーでオルタネーターの故障によりバッテリーが発電できない状態と診断された。"
737,"2023年01月09日","山口県","ＨＰ","スバル","2009/04","CBA-BP5","レガシィツーリングワゴン","126,000 Km","EJ20","制動装置","","長時間停止後のエンジン始動時、マスターバックのエアー漏れでブレーキペタルが重い。"
